# TA_all_positions_ITRF00.csv
# All Telescope Array positions in WGS84/ITRF00
# ENU coordinates relative to CLF ground origin (ITRF00)
#   Origin: lat=39.296917698, lon=-112.908732386, h=1370.017 m
#
# outlier=1: flagged for review
# sigma_h, sigma_horizontal: estimated uncertainties (m)
#
category,site,name,latitude,longitude,h_itrf00,sigma_h,east_clf,north_clf,up_clf,sigma_horizontal,frame,source,outlier,notes
Surface Detector,TA SD,TA_1226,39.400000,-112.912000,1420.766000,1.000000,-281.500000,11475.100000,50.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1301,39.130000,-112.899000,1369.194000,1.000000,838.400000,-18581.200000,-0.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.5m
Surface Detector,TA SD,TA_1302,39.140000,-112.898000,1368.685000,3.000000,924.600000,-17468.000000,-1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,1,DEM interpolation outlier; iono_residual=7.5m
Surface Detector,TA SD,TA_1303,39.152000,-112.898000,1368.509000,1.000000,924.600000,-16132.200000,-1.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1304,39.162000,-112.898000,1368.666000,1.000000,924.600000,-15019.000000,-1.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1305,39.173000,-112.899000,1368.233000,1.000000,838.400000,-13794.500000,-1.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_1306,39.184000,-112.898000,1369.294000,1.000000,924.600000,-12569.900000,-0.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_1307,39.195000,-112.898000,1368.304000,1.000000,924.600000,-11345.400000,-1.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_1308,39.206000,-112.898000,1369.735000,1.000000,924.600000,-10120.900000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_1309,39.216000,-112.898000,1368.846000,1.000000,924.600000,-9007.700000,-1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.4m
Surface Detector,TA SD,TA_1310,39.227000,-112.898000,1369.538000,1.000000,924.600000,-7783.200000,-0.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_1311,39.238000,-112.898000,1370.948000,1.000000,924.600000,-6558.700000,0.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_1312,39.249000,-112.898000,1371.087000,1.000000,924.600000,-5334.200000,1.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1313,39.260000,-112.898000,1371.248000,1.000000,924.600000,-4109.700000,1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1314,39.271000,-112.898000,1370.498000,1.000000,924.600000,-2885.100000,0.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1315,39.281000,-112.898000,1370.188000,1.000000,924.600000,-1772.000000,0.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1316,39.292000,-112.898000,1369.928000,1.000000,924.600000,-547.400000,-0.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_1317,39.303000,-112.898000,1370.368000,1.000000,924.600000,677.100000,0.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_1318,39.314000,-112.898000,1369.990000,1.000000,924.600000,1901.600000,-0.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.3m
Surface Detector,TA SD,TA_1319,39.325000,-112.898000,1370.762000,1.000000,924.600000,3126.100000,0.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_1320,39.336000,-112.898000,1369.577000,1.000000,924.600000,4350.600000,-0.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_1321,39.346000,-112.898000,1367.504000,1.000000,924.600000,5463.800000,-2.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=7.2m
Surface Detector,TA SD,TA_1322,39.357000,-112.898000,1371.014000,1.000000,924.600000,6688.300000,1.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.0m
Surface Detector,TA SD,TA_1323,39.368000,-112.898000,1376.576000,1.000000,924.600000,7912.800000,6.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.3m
Surface Detector,TA SD,TA_1324,39.379000,-112.898000,1385.170000,1.000000,924.600000,9137.400000,15.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.3m
Surface Detector,TA SD,TA_1325,39.390000,-112.898000,1395.555000,1.000000,924.600000,10361.900000,25.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_1326,39.400000,-112.898000,1402.372000,1.000000,924.600000,11475.100000,32.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.0m
Surface Detector,TA SD,TA_1327,39.410000,-112.897000,1411.715000,1.000000,1010.700000,12588.300000,41.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.3m
Surface Detector,TA SD,TA_1401,39.130000,-112.885000,1372.597000,1.000000,2044.500000,-18581.200000,2.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.6m
Surface Detector,TA SD,TA_1402,39.140000,-112.885000,1370.686000,1.000000,2044.500000,-17468.000000,0.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_1403,39.153000,-112.885000,1368.900000,1.000000,2044.500000,-16020.800000,-1.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1404,39.164000,-112.885000,1369.257000,1.000000,2044.500000,-14796.300000,-0.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.2m
Surface Detector,TA SD,TA_1405,39.173000,-112.885000,1369.462000,1.000000,2044.500000,-13794.500000,-0.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1406,39.184000,-112.885000,1369.052000,1.000000,2044.500000,-12569.900000,-1.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.4m
Surface Detector,TA SD,TA_1407,39.195000,-112.884000,1369.322000,1.000000,2130.600000,-11345.400000,-0.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_1408,39.205000,-112.884000,1369.543000,1.000000,2130.600000,-10232.200000,-0.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_1409,39.217000,-112.884000,1369.274000,1.000000,2130.600000,-8896.400000,-0.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_1410,39.227000,-112.884000,1371.114000,1.000000,2130.600000,-7783.200000,1.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1411,39.238000,-112.884000,1369.124000,1.000000,2130.600000,-6558.700000,-0.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_1412,39.249000,-112.884000,1369.684000,1.000000,2130.600000,-5334.200000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1413,39.261000,-112.883000,1369.155000,1.000000,2216.800000,-3998.300000,-0.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1414,39.271000,-112.884000,1369.021000,1.000000,2130.600000,-2885.100000,-1.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.4m
Surface Detector,TA SD,TA_1415,39.281000,-112.884000,1368.760000,1.000000,2130.600000,-1772.000000,-1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1416,39.292000,-112.884000,1368.588000,1.000000,2130.600000,-547.400000,-1.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1417,39.303000,-112.884000,1368.757000,1.000000,2130.600000,677.100000,-1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_1418,39.314000,-112.884000,1368.227000,1.000000,2130.600000,1901.600000,-1.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.3m
Surface Detector,TA SD,TA_1419,39.325000,-112.884000,1368.069000,1.000000,2130.600000,3126.100000,-1.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.9m
Surface Detector,TA SD,TA_1420,39.336000,-112.884000,1366.842000,1.000000,2130.600000,4350.600000,-3.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.5m
Surface Detector,TA SD,TA_1421,39.346000,-112.884000,1369.718000,1.000000,2130.600000,5463.800000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=3.9m
Surface Detector,TA SD,TA_1422,39.357000,-112.884000,1370.216000,1.000000,2130.600000,6688.300000,0.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.8m
Surface Detector,TA SD,TA_1423,39.368000,-112.884000,1372.737000,1.000000,2130.600000,7912.800000,2.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.7m
Surface Detector,TA SD,TA_1424,39.379000,-112.884000,1378.509000,1.000000,2130.600000,9137.400000,8.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.7m
Surface Detector,TA SD,TA_1425,39.390000,-112.884000,1385.364000,1.000000,2130.600000,10361.900000,15.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.4m
Surface Detector,TA SD,TA_1426,39.400000,-112.884000,1399.452000,1.000000,2130.600000,11475.100000,29.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1427,39.411000,-112.884000,1419.649000,1.000000,2130.600000,12699.600000,49.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1428,39.422000,-112.884000,1454.424000,1.000000,2130.600000,13924.100000,84.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.7m
Surface Detector,TA SD,TA_1501,39.130000,-112.871000,1374.853000,1.000000,3250.500000,-18581.200000,4.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=7.3m
Surface Detector,TA SD,TA_1502,39.141000,-112.871000,1369.992000,1.000000,3250.500000,-17356.700000,-0.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.4m
Surface Detector,TA SD,TA_1503,39.151000,-112.872000,1368.713000,1.000000,3164.400000,-16243.500000,-1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.4m
Surface Detector,TA SD,TA_1504,39.162000,-112.870000,1370.151000,1.000000,3336.700000,-15019.000000,0.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_1505,39.173000,-112.870000,1369.809000,1.000000,3336.700000,-13794.500000,-0.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_1506,39.184000,-112.871000,1368.938000,1.000000,3250.500000,-12569.900000,-1.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_1507,39.195000,-112.871000,1369.168000,1.000000,3250.500000,-11345.400000,-0.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_1508,39.206000,-112.871000,1369.239000,1.000000,3250.500000,-10120.900000,-0.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.2m
Surface Detector,TA SD,TA_1509,39.216000,-112.870000,1369.709000,1.000000,3336.700000,-9007.700000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1510,39.227000,-112.871000,1368.380000,1.000000,3250.500000,-7783.200000,-1.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.0m
Surface Detector,TA SD,TA_1511,39.238000,-112.870000,1369.449000,1.000000,3336.700000,-6558.700000,-0.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.2m
Surface Detector,TA SD,TA_1512,39.249000,-112.870000,1368.758000,1.000000,3336.700000,-5334.200000,-1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1513,39.260000,-112.871000,1368.225000,1.000000,3250.500000,-4109.700000,-1.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1514,39.271000,-112.870000,1368.122000,1.000000,3336.700000,-2885.100000,-1.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1515,39.281000,-112.870000,1369.860000,1.000000,3336.700000,-1772.000000,-0.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.4m
Surface Detector,TA SD,TA_1516,39.292000,-112.870000,1368.817000,1.000000,3336.700000,-547.400000,-1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_1517,39.303000,-112.870000,1368.275000,1.000000,3336.700000,677.100000,-1.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.4m
Surface Detector,TA SD,TA_1518,39.314000,-112.870000,1368.483000,1.000000,3336.700000,1901.600000,-1.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1519,39.325000,-112.873000,1368.162000,1.000000,3078.200000,3126.100000,-1.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1520,39.335000,-112.870000,1368.976000,1.000000,3336.700000,4239.300000,-1.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_1521,39.346000,-112.870000,1369.792000,1.000000,3336.700000,5463.800000,-0.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.3m
Surface Detector,TA SD,TA_1522,39.357000,-112.870000,1371.841000,1.000000,3336.700000,6688.300000,1.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.5m
Surface Detector,TA SD,TA_1523,39.368000,-112.870000,1374.330000,1.000000,3336.700000,7912.800000,4.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1524,39.378000,-112.870000,1377.902000,1.000000,3336.700000,9026.000000,7.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_1525,39.390000,-112.870000,1383.466000,1.000000,3336.700000,10361.900000,13.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_1526,39.400000,-112.870000,1392.832000,1.000000,3336.700000,11475.100000,22.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1527,39.411000,-112.870000,1440.970000,1.000000,3336.700000,12699.600000,71.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_1528,39.422000,-112.870000,1448.166000,1.000000,3336.700000,13924.100000,78.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_1601,39.130000,-112.857000,1373.782000,1.000000,4456.600000,-18581.200000,3.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.6m
Surface Detector,TA SD,TA_1602,39.141000,-112.857000,1371.333000,1.000000,4456.600000,-17356.700000,1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.0m
Surface Detector,TA SD,TA_1603,39.152000,-112.857000,1369.636000,1.000000,4456.600000,-16132.200000,-0.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1604,39.162000,-112.857000,1370.403000,1.000000,4456.600000,-15019.000000,0.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_1605,39.173000,-112.857000,1368.090000,1.000000,4456.600000,-13794.500000,-1.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1606,39.184000,-112.857000,1369.619000,1.000000,4456.600000,-12569.900000,-0.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1607,39.195000,-112.857000,1370.180000,1.000000,4456.600000,-11345.400000,0.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1608,39.206000,-112.857000,1369.770000,1.000000,4456.600000,-10120.900000,-0.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.0m
Surface Detector,TA SD,TA_1609,39.216000,-112.857000,1369.691000,1.000000,4456.600000,-9007.700000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.7m
Surface Detector,TA SD,TA_1610,39.227000,-112.858000,1371.510000,1.000000,4370.500000,-7783.200000,1.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1611,39.238000,-112.857000,1371.369000,1.000000,4456.600000,-6558.700000,1.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.2m
Surface Detector,TA SD,TA_1612,39.249000,-112.857000,1369.698000,1.000000,4456.600000,-5334.200000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_1613,39.258000,-112.857000,1368.124000,1.000000,4456.600000,-4332.300000,-1.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.4m
Surface Detector,TA SD,TA_1614,39.270000,-112.857000,1368.992000,1.000000,4456.600000,-2996.500000,-1.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1615,39.281000,-112.856000,1368.028000,1.000000,4542.800000,-1772.000000,-2.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.0m
Surface Detector,TA SD,TA_1616,39.292000,-112.856000,1368.145000,1.000000,4542.800000,-547.400000,-1.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.6m
Surface Detector,TA SD,TA_1617,39.303000,-112.856000,1368.332000,1.000000,4542.800000,677.100000,-1.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_1618,39.314000,-112.856000,1369.340000,1.000000,4542.800000,1901.600000,-0.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1619,39.328000,-112.856000,1368.963000,1.000000,4542.800000,3460.100000,-1.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.3m
Surface Detector,TA SD,TA_1620,39.335000,-112.856000,1371.282000,1.000000,4542.800000,4239.300000,1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_1621,39.346000,-112.856000,1372.508000,1.000000,4542.800000,5463.800000,2.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=7.1m
Surface Detector,TA SD,TA_1622,39.360000,-112.856000,1371.320000,1.000000,4542.800000,7022.300000,1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1623,39.368000,-112.856000,1373.596000,1.000000,4542.800000,7912.800000,3.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_1624,39.379000,-112.856000,1376.458000,1.000000,4542.800000,9137.400000,6.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_1625,39.389000,-112.856000,1381.690000,1.000000,4542.800000,10250.600000,11.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.6m
Surface Detector,TA SD,TA_1626,39.400000,-112.856000,1390.914000,1.000000,4542.800000,11475.100000,20.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1627,39.411000,-112.857000,1417.930000,1.000000,4456.600000,12699.600000,47.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_1628,39.421000,-112.859000,1432.175000,1.000000,4284.300000,13812.800000,62.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_1701,39.130000,-112.843000,1373.634000,1.000000,5662.700000,-18581.200000,3.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1702,39.141000,-112.843000,1371.737000,1.000000,5662.700000,-17356.700000,1.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.6m
Surface Detector,TA SD,TA_1703,39.152000,-112.843000,1370.342000,1.000000,5662.700000,-16132.200000,0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1704,39.162000,-112.843000,1368.938000,1.000000,5662.700000,-15019.000000,-1.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1705,39.173000,-112.843000,1369.396000,1.000000,5662.700000,-13794.500000,-0.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.9m
Surface Detector,TA SD,TA_1706,39.184000,-112.843000,1369.576000,1.000000,5662.700000,-12569.900000,-0.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.5m
Surface Detector,TA SD,TA_1707,39.195000,-112.843000,1371.146000,1.000000,5662.700000,-11345.400000,1.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1708,39.206000,-112.843000,1370.277000,1.000000,5662.700000,-10120.900000,0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.3m
Surface Detector,TA SD,TA_1709,39.216000,-112.843000,1371.198000,1.000000,5662.700000,-9007.700000,1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1710,39.227000,-112.843000,1369.687000,1.000000,5662.700000,-7783.200000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.6m
Surface Detector,TA SD,TA_1711,39.238000,-112.842000,1371.416000,1.000000,5748.800000,-6558.700000,1.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_1712,39.249000,-112.843000,1369.344000,1.000000,5662.700000,-5334.200000,-0.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.9m
Surface Detector,TA SD,TA_1713,39.261000,-112.841000,1368.463000,3.000000,5835.000000,-3998.300000,-1.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,1,DEM interpolation outlier; iono_residual=7.8m
Surface Detector,TA SD,TA_1714,39.271000,-112.843000,1368.649000,1.000000,5662.700000,-2885.100000,-1.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1715,39.281000,-112.843000,1369.755000,1.000000,5662.700000,-1772.000000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1716,39.292000,-112.842000,1369.272000,1.000000,5748.800000,-547.400000,-0.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.0m
Surface Detector,TA SD,TA_1717,39.303000,-112.842000,1369.629000,1.000000,5748.800000,677.100000,-0.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1718,39.314000,-112.842000,1371.007000,1.000000,5748.800000,1901.600000,1.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.5m
Surface Detector,TA SD,TA_1719,39.324000,-112.842000,1370.827000,1.000000,5748.800000,3014.800000,0.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1720,39.335000,-112.842000,1371.290000,1.000000,5748.800000,4239.300000,1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.8m
Surface Detector,TA SD,TA_1721,39.346000,-112.842000,1371.105000,1.000000,5748.800000,5463.800000,1.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.4m
Surface Detector,TA SD,TA_1722,39.357000,-112.842000,1371.323000,1.000000,5748.800000,6688.300000,1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.3m
Surface Detector,TA SD,TA_1723,39.368000,-112.842000,1372.942000,1.000000,5748.800000,7912.800000,2.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_1724,39.379000,-112.843000,1377.533000,1.000000,5662.700000,9137.400000,7.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.2m
Surface Detector,TA SD,TA_1725,39.389000,-112.842000,1382.045000,1.000000,5748.800000,10250.600000,12.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
