# SD_corrected_positions.csv
# Corrected SD positions in WGS84/ITRF, consistent with FD telescope positions
# Generated from TA_TALE_TAx4 GPS & NED.xlsx (Kido/Okuda analysis)
#
# Height correction: h_itrf = H_NED + N_geoid + h_antenna - 0.73
#   H_NED:      USGS NED orthometric height (NAVD88)
#   N_geoid:    GEOID12B undulation (NAD83 ellipsoid to NAVD88 geoid)
#   h_antenna:  SD GPS antenna height above ground (0.89 m)
#   -0.73:      NAD83 to WGS84/ITRF frame correction
#
# Horizontal coordinates: from Motorola Oncore GPS (WGS84, minimal iono effect)
# Vertical coordinate:    from NED + geoid (avoids ~5.3 m L1 ionospheric bias)
#
# outlier: 1 = outside IQR fences, likely DEM interpolation error on slopes
# iono_residual: h_gps - h_itrf (measures ionospheric height bias per station)
#
array,site,latitude,longitude,h_itrf_corrected,h_gps_raw,h_ned_ortho,N_geoid,iono_residual,outlier
TA,1327,39.410,-112.897,1411.715,1415.990,1431.260,-19.705,4.275,0
TA,1401,39.130,-112.885,1372.597,1377.230,1392.460,-20.023,4.633,0
TA,1402,39.140,-112.885,1370.686,1376.480,1390.550,-20.024,5.794,0
TA,1403,39.153,-112.885,1368.900,1374.360,1388.760,-20.020,5.460,0
TA,1404,39.164,-112.885,1369.257,1373.440,1389.110,-20.013,4.183,0
TA,1405,39.173,-112.885,1369.462,1374.780,1389.310,-20.008,5.318,0
TA,1406,39.184,-112.885,1369.052,1375.410,1388.890,-19.998,6.358,0
TA,1407,39.195,-112.884,1369.322,1375.220,1389.150,-19.988,5.898,0
TA,1408,39.205,-112.884,1369.543,1375.420,1389.360,-19.977,5.877,0
TA,1409,39.217,-112.884,1369.274,1375.350,1389.080,-19.966,6.076,0
TA,1410,39.227,-112.884,1371.114,1376.570,1390.910,-19.956,5.456,0
TA,1411,39.238,-112.884,1369.124,1374.940,1388.910,-19.946,5.816,0
TA,1412,39.249,-112.884,1369.684,1375.210,1389.460,-19.936,5.526,0
TA,1413,39.261,-112.883,1369.155,1374.470,1388.920,-19.925,5.315,0
TA,1414,39.271,-112.884,1369.021,1374.380,1388.780,-19.919,5.359,0
TA,1415,39.281,-112.884,1368.760,1374.310,1388.510,-19.910,5.550,0
TA,1416,39.292,-112.884,1368.588,1374.070,1388.330,-19.902,5.482,0
TA,1417,39.303,-112.884,1368.757,1373.920,1388.490,-19.893,5.163,0
TA,1418,39.314,-112.884,1368.227,1374.480,1387.950,-19.883,6.253,0
TA,1419,39.325,-112.884,1368.069,1372.970,1387.780,-19.871,4.901,0
TA,1420,39.336,-112.884,1366.842,1373.300,1386.540,-19.858,6.458,0
TA,1421,39.346,-112.884,1369.718,1373.610,1389.400,-19.842,3.892,0
TA,1422,39.357,-112.884,1370.216,1374.970,1389.880,-19.824,4.754,0
TA,1423,39.368,-112.884,1372.737,1377.390,1392.380,-19.803,4.653,0
TA,1424,39.379,-112.884,1378.509,1383.230,1398.130,-19.781,4.721,0
TA,1425,39.390,-112.884,1385.364,1390.760,1404.960,-19.756,5.396,0
TA,1426,39.400,-112.884,1399.452,1404.940,1419.020,-19.728,5.488,0
TA,1427,39.411,-112.884,1419.649,1425.260,1439.190,-19.701,5.611,0
TA,1428,39.422,-112.884,1454.424,1459.150,1473.940,-19.676,4.726,0
TA,1501,39.130,-112.871,1374.853,1382.150,1394.700,-20.007,7.297,0
TA,1502,39.141,-112.871,1369.992,1376.350,1389.840,-20.008,6.358,0
TA,1503,39.151,-112.872,1368.713,1375.160,1388.560,-20.007,6.447,0
TA,1504,39.162,-112.870,1370.151,1376.010,1389.990,-19.999,5.859,0
TA,1505,39.173,-112.870,1369.809,1375.610,1389.640,-19.991,5.801,0
TA,1506,39.184,-112.871,1368.938,1375.080,1388.760,-19.982,6.142,0
TA,1507,39.195,-112.871,1369.168,1375.280,1388.980,-19.972,6.112,0
TA,1508,39.206,-112.871,1369.239,1375.450,1389.040,-19.961,6.211,0
TA,1509,39.216,-112.870,1369.709,1375.270,1389.500,-19.951,5.561,0
TA,1510,39.227,-112.871,1368.380,1374.370,1388.160,-19.940,5.990,0
TA,1511,39.238,-112.870,1369.449,1375.600,1389.220,-19.931,6.151,0
TA,1512,39.249,-112.870,1368.758,1374.470,1388.520,-19.922,5.712,0
TA,1513,39.260,-112.871,1368.225,1373.540,1387.980,-19.915,5.315,0
TA,1514,39.271,-112.870,1368.122,1373.740,1387.870,-19.908,5.618,0
TA,1515,39.281,-112.870,1369.860,1374.260,1389.600,-19.900,4.400,0
TA,1516,39.292,-112.870,1368.817,1374.620,1388.550,-19.893,5.803,0
TA,1517,39.303,-112.870,1368.275,1373.700,1388.000,-19.885,5.425,0
TA,1518,39.314,-112.870,1368.483,1374.000,1388.200,-19.877,5.517,0
TA,1519,39.325,-112.873,1368.162,1373.760,1387.870,-19.868,5.598,0
TA,1520,39.335,-112.870,1368.976,1374.100,1388.670,-19.854,5.124,0
TA,1521,39.346,-112.870,1369.792,1374.060,1389.470,-19.838,4.268,0
TA,1522,39.357,-112.870,1371.841,1376.390,1391.500,-19.819,4.549,0
TA,1523,39.368,-112.870,1374.330,1379.610,1393.970,-19.800,5.280,0
TA,1524,39.378,-112.870,1377.902,1383.120,1397.520,-19.778,5.218,0
TA,1525,39.390,-112.870,1383.466,1388.580,1403.060,-19.754,5.114,0
TA,1526,39.400,-112.870,1392.832,1398.180,1412.400,-19.728,5.348,0
TA,1527,39.411,-112.870,1440.970,1446.120,1460.510,-19.700,5.150,0
TA,1528,39.422,-112.870,1448.166,1453.220,1467.680,-19.674,5.054,0
TA,1601,39.130,-112.857,1373.782,1380.400,1393.620,-19.998,6.618,0
TA,1602,39.141,-112.857,1371.333,1377.320,1391.170,-19.997,5.987,0
TA,1603,39.152,-112.857,1369.636,1374.910,1389.470,-19.994,5.274,0
TA,1604,39.162,-112.857,1370.403,1375.640,1390.230,-19.987,5.237,0
TA,1605,39.173,-112.857,1368.090,1373.700,1387.910,-19.980,5.610,0
TA,1606,39.184,-112.857,1369.619,1374.940,1389.430,-19.971,5.321,0
TA,1607,39.195,-112.857,1370.180,1375.770,1389.980,-19.960,5.590,0
TA,1608,39.206,-112.857,1369.770,1374.800,1389.560,-19.950,5.030,0
TA,1609,39.216,-112.857,1369.691,1374.400,1389.470,-19.939,4.709,0
TA,1610,39.227,-112.858,1371.510,1377.130,1391.280,-19.930,5.620,0
TA,1611,39.238,-112.857,1371.369,1375.600,1391.130,-19.921,4.231,0
TA,1612,39.249,-112.857,1369.698,1375.610,1389.450,-19.912,5.912,0
TA,1613,39.258,-112.857,1368.124,1373.490,1387.870,-19.906,5.366,0
TA,1614,39.270,-112.857,1368.992,1374.500,1388.730,-19.898,5.508,0
TA,1615,39.281,-112.856,1368.028,1373.070,1387.760,-19.892,5.042,0
TA,1616,39.292,-112.856,1368.145,1374.790,1387.870,-19.885,6.645,0
TA,1617,39.303,-112.856,1368.332,1374.250,1388.050,-19.878,5.918,0
TA,1618,39.314,-112.856,1369.340,1375.030,1389.050,-19.870,5.690,0
TA,1619,39.328,-112.856,1368.963,1375.260,1388.660,-19.857,6.297,0
TA,1620,39.335,-112.856,1371.282,1376.380,1390.970,-19.848,5.098,0
TA,1621,39.346,-112.856,1372.508,1379.650,1392.180,-19.832,7.142,0
TA,1622,39.360,-112.856,1371.320,1376.670,1390.970,-19.810,5.350,0
TA,1623,39.368,-112.856,1373.596,1379.740,1393.230,-19.794,6.144,0
TA,1624,39.379,-112.856,1376.458,1381.640,1396.070,-19.772,5.182,0
TA,1625,39.389,-112.856,1381.690,1388.250,1401.280,-19.750,6.560,0
TA,1626,39.400,-112.856,1390.914,1396.470,1410.480,-19.726,5.556,0
TA,1627,39.411,-112.857,1417.930,1422.990,1437.470,-19.700,5.060,0
TA,1628,39.421,-112.859,1432.175,1438.060,1451.690,-19.675,5.885,0
TA,1701,39.130,-112.843,1373.634,1378.940,1393.470,-19.996,5.306,0
TA,1702,39.141,-112.843,1371.737,1378.380,1391.570,-19.993,6.643,0
TA,1703,39.152,-112.843,1370.342,1375.970,1390.170,-19.988,5.628,0
TA,1704,39.162,-112.843,1368.938,1374.490,1388.760,-19.982,5.552,0
TA,1705,39.173,-112.843,1369.396,1374.300,1389.210,-19.974,4.904,0
TA,1706,39.184,-112.843,1369.576,1374.100,1389.380,-19.964,4.524,0
TA,1707,39.195,-112.843,1371.146,1376.860,1390.940,-19.954,5.714,0
TA,1708,39.206,-112.843,1370.277,1376.590,1390.060,-19.943,6.313,0
TA,1709,39.216,-112.843,1371.198,1376.860,1390.970,-19.932,5.662,0
TA,1710,39.227,-112.843,1369.687,1376.310,1389.450,-19.923,6.623,0
TA,1711,39.238,-112.842,1371.416,1376.570,1391.170,-19.914,5.154,0
TA,1712,39.249,-112.843,1369.344,1374.230,1389.090,-19.906,4.886,0
TA,1713,39.261,-112.841,1368.463,1376.250,1388.200,-19.897,7.787,1
TA,1714,39.271,-112.843,1368.649,1374.230,1388.380,-19.891,5.581,0
TA,1715,39.281,-112.843,1369.755,1375.480,1389.480,-19.885,5.725,0
TA,1716,39.292,-112.842,1369.272,1375.300,1388.990,-19.878,6.028,0
TA,1717,39.303,-112.842,1369.629,1374.930,1389.340,-19.871,5.301,0
TA,1718,39.314,-112.842,1371.007,1375.490,1390.710,-19.863,4.483,0
TA,1719,39.324,-112.842,1370.827,1376.310,1390.520,-19.853,5.483,0
TA,1720,39.335,-112.842,1371.290,1376.140,1390.970,-19.840,4.850,0
TA,1721,39.346,-112.842,1371.105,1376.480,1390.770,-19.825,5.375,0
TA,1722,39.357,-112.842,1371.323,1377.600,1390.970,-19.807,6.277,0
TA,1723,39.368,-112.842,1372.942,1378.870,1392.570,-19.788,5.928,0
TA,1724,39.379,-112.843,1377.533,1383.750,1397.140,-19.767,6.217,0
TA,1725,39.389,-112.842,1382.045,1387.540,1401.630,-19.745,5.495,0
TA,1726,39.400,-112.842,1385.028,1390.750,1404.590,-19.722,5.722,0
TA,1727,39.411,-112.842,1388.252,1392.750,1407.790,-19.698,4.498,0
TA,1728,39.422,-112.842,1399.367,1405.420,1418.880,-19.673,6.053,0
TA,1801,39.130,-112.829,1373.319,1378.970,1393.160,-20.001,5.651,0
TA,1802,39.141,-112.829,1371.754,1377.600,1391.590,-19.996,5.846,0
TA,1803,39.151,-112.829,1371.239,1376.730,1391.070,-19.991,5.491,0
TA,1804,39.162,-112.829,1367.247,1373.040,1387.070,-19.983,5.793,0
TA,1805,39.173,-112.829,1369.345,1375.470,1389.160,-19.975,6.125,0
TA,1806,39.181,-112.825,1368.431,1373.670,1388.240,-19.969,5.239,0
TA,1807,39.195,-112.829,1371.167,1376.430,1390.960,-19.953,5.263,0
TA,1808,39.206,-112.829,1370.088,1375.930,1389.870,-19.942,5.842,0
TA,1809,39.216,-112.829,1370.599,1375.660,1390.370,-19.931,5.061,0
TA,1810,39.227,-112.829,1371.299,1377.370,1391.060,-19.921,6.071,0
TA,1811,39.238,-112.829,1370.249,1375.910,1390.000,-19.911,5.661,0
TA,1812,39.251,-112.831,1370.459,1376.150,1390.200,-19.901,5.691,0
TA,1813,39.260,-112.829,1369.716,1376.400,1389.450,-19.894,6.684,0
TA,1814,39.270,-112.829,1369.744,1375.320,1389.470,-19.886,5.576,0
TA,1815,39.281,-112.829,1369.782,1376.410,1389.500,-19.878,6.628,0
TA,1816,39.292,-112.829,1370.758,1376.060,1390.470,-19.872,5.302,0
TA,1817,39.303,-112.829,1371.986,1376.780,1391.690,-19.864,4.794,0
TA,1818,39.314,-112.829,1371.614,1377.310,1391.310,-19.856,5.696,0
TA,1819,39.325,-112.828,1371.535,1376.640,1391.220,-19.845,5.105,0
TA,1820,39.335,-112.828,1372.097,1377.360,1391.770,-19.833,5.263,0
TA,1821,39.347,-112.829,1371.314,1376.550,1390.970,-19.816,5.236,0
TA,1822,39.356,-112.829,1371.729,1378.100,1391.370,-19.801,6.371,0
TA,1823,39.367,-112.828,1371.348,1376.270,1390.970,-19.782,4.922,0
TA,1824,39.379,-112.828,1374.009,1379.340,1393.610,-19.761,5.331,0
TA,1825,39.390,-112.828,1377.951,1383.480,1397.530,-19.739,5.529,0
TA,1826,39.400,-112.828,1383.913,1390.010,1403.470,-19.717,6.097,0
TA,1827,39.411,-112.828,1382.015,1386.820,1401.550,-19.695,4.805,0
TA,1828,39.422,-112.828,1380.577,1385.340,1400.090,-19.673,4.763,0
TA,1902,39.141,-112.815,1372.816,1378.900,1392.660,-20.004,6.084,0
TA,1903,39.151,-112.815,1371.932,1378.980,1391.770,-19.998,7.048,0
TA,1904,39.162,-112.815,1367.219,1374.310,1387.050,-19.991,7.091,0
TA,1905,39.174,-112.815,1371.779,1376.750,1391.600,-19.981,4.971,0
TA,1906,39.184,-112.815,1369.620,1374.260,1389.430,-19.970,4.640,0
TA,1907,39.195,-112.815,1370.422,1373.890,1390.220,-19.958,3.468,0
TA,1908,39.205,-112.814,1369.584,1374.680,1389.370,-19.946,5.096,0
TA,1909,39.216,-112.815,1371.196,1377.350,1390.970,-19.934,6.154,0
TA,1910,39.227,-112.815,1370.908,1378.260,1390.670,-19.922,7.352,0
TA,1911,39.238,-112.815,1371.399,1376.540,1391.150,-19.911,5.141,0
TA,1912,39.249,-112.814,1371.039,1375.030,1390.780,-19.901,3.991,0
TA,1913,39.260,-112.815,1370.978,1375.390,1390.710,-19.892,4.412,0
TA,1914,39.271,-112.815,1369.747,1375.550,1389.470,-19.883,5.803,0
TA,1915,39.281,-112.815,1371.255,1376.180,1390.970,-19.875,4.925,0
TA,1916,39.292,-112.815,1370.673,1375.350,1390.380,-19.867,4.677,0
TA,1917,39.303,-112.815,1371.270,1376.930,1390.970,-19.860,5.660,0
TA,1918,39.314,-112.815,1372.180,1376.930,1391.870,-19.850,4.750,0
TA,1919,39.324,-112.815,1371.561,1377.290,1391.240,-19.839,5.729,0
TA,1920,39.335,-112.815,1372.003,1377.620,1391.670,-19.827,5.617,0
TA,1921,39.346,-112.814,1373.079,1377.940,1392.730,-19.811,4.861,0
TA,1922,39.357,-112.814,1371.836,1376.920,1391.470,-19.794,5.084,0
TA,1923,39.368,-112.815,1371.955,1377.260,1391.570,-19.775,5.305,0
TA,1924,39.379,-112.814,1371.865,1378.370,1391.460,-19.755,6.505,0
TA,1925,39.389,-112.815,1372.965,1378.700,1392.540,-19.735,5.735,0
TA,1926,39.400,-112.814,1377.667,1383.300,1397.220,-19.713,5.633,0
TA,1927,39.411,-112.814,1376.658,1381.790,1396.190,-19.692,5.132,0
TA,2004,39.162,-112.801,1371.422,1377.290,1391.260,-19.998,5.868,0
TA,2005,39.173,-112.801,1371.143,1375.880,1390.970,-19.987,4.737,0
TA,2006,39.184,-112.801,1369.035,1374.280,1388.850,-19.975,5.245,0
TA,2007,39.195,-112.801,1370.467,1373.880,1390.270,-19.963,3.413,0
TA,2008,39.205,-112.801,1370.350,1374.070,1390.140,-19.950,3.720,0
TA,2009,39.216,-112.801,1369.893,1376.660,1389.670,-19.937,6.767,0
TA,2010,39.227,-112.801,1369.706,1374.840,1389.470,-19.924,5.134,0
TA,2011,39.238,-112.801,1370.378,1375.250,1390.130,-19.912,4.872,0
TA,2012,39.249,-112.801,1371.048,1376.060,1390.790,-19.902,5.012,0
TA,2013,39.258,-112.801,1371.237,1376.750,1390.970,-19.893,5.513,0
TA,2014,39.271,-112.801,1373.978,1378.520,1393.700,-19.882,4.542,0
TA,2015,39.281,-112.801,1371.317,1375.900,1391.030,-19.873,4.583,0
TA,2016,39.292,-112.801,1372.205,1377.580,1391.910,-19.865,5.375,0
TA,2017,39.303,-112.801,1371.273,1376.490,1390.970,-19.857,5.217,0
TA,2018,39.314,-112.801,1372.484,1376.840,1392.170,-19.846,4.356,0
TA,2019,39.325,-112.801,1372.696,1377.720,1392.370,-19.834,5.024,0
TA,2020,39.335,-112.801,1372.569,1377.500,1392.230,-19.821,4.931,0
TA,2021,39.346,-112.800,1373.404,1377.740,1393.050,-19.806,4.336,0
TA,2022,39.356,-112.801,1373.220,1378.780,1392.850,-19.790,5.560,0
TA,2023,39.368,-112.801,1373.491,1378.340,1393.100,-19.769,4.849,0
TA,2024,39.379,-112.801,1374.610,1380.250,1394.200,-19.750,5.640,0
TA,2025,39.390,-112.801,1374.421,1379.640,1393.990,-19.729,5.219,0
TA,2105,39.173,-112.787,1369.035,1373.970,1388.870,-19.995,4.935,0
TA,2106,39.184,-112.787,1368.748,1374.100,1388.570,-19.982,5.352,0
TA,2107,39.195,-112.787,1368.862,1374.180,1388.670,-19.968,5.318,0
TA,2108,39.205,-112.787,1371.176,1375.470,1390.970,-19.954,4.294,0
TA,2109,39.216,-112.787,1371.190,1376.540,1390.970,-19.940,5.350,0
TA,2110,39.227,-112.787,1369.762,1375.910,1389.530,-19.928,6.148,0
TA,2111,39.238,-112.787,1371.674,1378.550,1391.430,-19.916,6.876,0
TA,2112,39.249,-112.787,1372.255,1377.720,1392.000,-19.905,5.465,0
TA,2113,39.260,-112.787,1372.155,1376.830,1391.890,-19.895,4.675,0
TA,2114,39.270,-112.787,1369.755,1376.080,1389.480,-19.885,6.325,0
TA,2115,39.281,-112.788,1371.695,1377.380,1391.410,-19.875,5.685,0
TA,2116,39.292,-112.787,1371.234,1377.190,1390.940,-19.866,5.956,0
TA,2117,39.303,-112.787,1371.843,1376.520,1391.540,-19.857,4.677,0
TA,2118,39.314,-112.787,1372.924,1377.720,1392.610,-19.846,4.796,0
TA,2119,39.325,-112.787,1371.396,1378.440,1391.070,-19.834,7.044,0
TA,2120,39.335,-112.787,1372.671,1378.330,1392.330,-19.819,5.659,0
TA,2121,39.346,-112.787,1373.645,1379.140,1393.290,-19.805,5.495,0
TA,2122,39.357,-112.786,1374.364,1380.000,1393.990,-19.786,5.636,0
TA,2123,39.367,-112.785,1375.742,1380.660,1395.350,-19.768,4.918,0
TA,2206,39.184,-112.773,1377.504,1383.470,1397.330,-19.986,5.966,0
TA,2207,39.195,-112.772,1438.732,1444.810,1458.540,-19.968,6.078,0
TA,2208,39.203,-112.772,1453.174,1458.680,1472.970,-19.956,5.506,0
TA,2209,39.216,-112.773,1372.928,1378.960,1392.710,-19.942,6.032,0
TA,2210,39.227,-112.773,1370.749,1375.500,1390.520,-19.931,4.751,0
TA,2211,39.238,-112.773,1371.210,1378.060,1390.970,-19.920,6.850,0
TA,2212,39.249,-112.775,1371.482,1376.540,1391.230,-19.908,5.058,0
TA,2213,39.260,-112.773,1372.582,1378.900,1392.320,-19.898,6.318,0
TA,2214,39.270,-112.773,1371.403,1376.840,1391.130,-19.887,5.437,0
TA,2215,39.281,-112.772,1372.743,1378.230,1392.460,-19.877,5.487,0
TA,2216,39.292,-112.773,1372.343,1376.790,1392.050,-19.867,4.447,0
TA,2217,39.303,-112.773,1372.573,1377.390,1392.270,-19.857,4.817,0
TA,2218,39.314,-112.773,1372.884,1377.700,1392.570,-19.846,4.816,0
TA,2219,39.324,-112.773,1372.797,1378.860,1392.470,-19.833,6.063,0
TA,2220,39.335,-112.773,1375.591,1379.070,1395.250,-19.819,3.479,0
TA,2307,39.195,-112.759,1440.151,1446.200,1459.960,-19.969,6.049,0
TA,2308,39.205,-112.759,1442.137,1447.020,1461.930,-19.953,4.883,0
TA,2309,39.217,-112.761,1486.509,1490.990,1506.290,-19.941,4.481,0
TA,2310,39.228,-112.760,1379.080,1384.990,1398.850,-19.930,5.910,0
TA,2311,39.238,-112.759,1371.759,1377.610,1391.520,-19.921,5.851,0
TA,2312,39.249,-112.756,1375.469,1382.130,1395.220,-19.911,6.661,0
TA,2313,39.260,-112.759,1375.940,1381.450,1395.680,-19.900,5.510,0
TA,2314,39.270,-112.759,1371.111,1376.760,1390.840,-19.889,5.649,0
TA,2315,39.281,-112.759,1371.252,1377.020,1390.970,-19.878,5.768,0
TA,2316,39.292,-112.759,1371.932,1377.590,1391.640,-19.868,5.658,0
TA,2317,39.303,-112.759,1372.673,1378.240,1392.370,-19.857,5.567,0
TA,2408,39.205,-112.745,1430.793,1437.840,1450.590,-19.957,7.047,0
TA,2409,39.216,-112.745,1431.308,1437.500,1451.090,-19.942,6.192,0
TA,2410,39.228,-112.749,1471.401,1477.400,1491.170,-19.929,5.999,0
TA,2411,39.238,-112.745,1437.519,1443.310,1457.280,-19.921,5.791,0
TA,2412,39.249,-112.745,1373.278,1378.750,1393.030,-19.912,5.472,0
TALE,827,39.410,-112.962,1506.484,1510.010,1525.980,-19.656,3.526,0
TALE,828,39.422,-112.967,1515.147,1518.340,1534.610,-19.623,3.193,0
TALE,928,39.421,-112.955,1498.852,1503.260,1518.330,-19.638,4.408,0
TALE,1027,39.410,-112.941,1469.781,1475.130,1489.300,-19.679,5.349,0
TALE,1028,39.423,-112.940,1478.711,1484.350,1498.200,-19.649,5.639,0
TALE,1029,39.432,-112.945,1498.139,1504.030,1517.600,-19.621,5.891,0
TALE,1127,39.410,-112.927,1450.930,1456.370,1470.460,-19.690,5.440,0
TALE,1128,39.421,-112.927,1456.976,1465.510,1476.480,-19.664,8.534,1
TALE,1129,39.432,-112.928,1462.582,1467.900,1482.060,-19.638,5.318,0
TALE,1130,39.443,-112.928,1469.208,1474.080,1488.660,-19.612,4.872,0
TALE,1131,39.454,-112.927,1468.111,1473.760,1487.540,-19.589,5.649,0
TALE,1229,39.432,-112.914,1443.833,1449.030,1463.320,-19.647,5.197,0
TALE,5401,39.460,-113.002,1590.423,1595.610,1609.770,-19.507,5.187,0
TALE,5402,39.459,-112.997,1582.898,1587.920,1602.250,-19.512,5.022,0
TALE,5403,39.459,-112.992,1573.605,1578.700,1592.960,-19.515,5.095,0
TALE,5405,39.461,-112.983,1561.714,1567.980,1581.070,-19.516,6.266,0
TALE,5406,39.464,-112.980,1555.507,1560.230,1574.860,-19.513,4.723,0
TALE,5407,39.467,-112.977,1558.912,1563.690,1578.260,-19.508,4.778,0
TALE,5501,39.457,-113.005,1591.919,1597.050,1611.270,-19.511,5.131,0
TALE,5502,39.456,-113.000,1583.773,1587.270,1603.130,-19.517,3.497,0
TALE,5503,39.455,-112.995,1577.458,1582.650,1596.820,-19.522,5.192,0
TALE,5505,39.456,-112.986,1559.673,1564.240,1579.040,-19.527,4.567,0
TALE,5508,39.463,-112.974,1548.900,1554.450,1568.260,-19.520,5.550,0
TALE,5509,39.466,-112.972,1551.836,1558.130,1571.190,-19.514,6.294,0
TALE,5601,39.454,-113.008,1605.365,1609.710,1624.720,-19.515,4.345,0
TALE,5602,39.453,-113.003,1597.860,1603.910,1617.220,-19.520,6.050,0
TALE,5603,39.452,-112.999,1586.754,1591.370,1606.120,-19.526,4.616,0
TALE,5604,39.451,-112.994,1574.199,1577.280,1593.570,-19.531,3.081,1
TALE,5605,39.452,-112.988,1561.687,1566.010,1581.060,-19.533,4.323,0
TALE,5606,39.452,-112.984,1554.014,1556.700,1573.390,-19.536,2.686,1
TALE,5607,39.454,-112.980,1546.634,1550.480,1566.010,-19.536,3.846,0
TALE,5608,39.456,-112.976,1547.946,1553.340,1567.320,-19.534,5.394,0
TALE,5609,39.459,-112.972,1547.729,1553.300,1567.100,-19.531,5.571,0
TALE,5610,39.462,-112.970,1538.444,1545.010,1557.810,-19.526,6.566,0
TALE,5611,39.465,-112.967,1540.469,1545.750,1559.830,-19.521,5.281,0
TALE,5701,39.452,-113.010,1623.332,1627.980,1642.690,-19.518,4.648,0
TALE,5702,39.449,-113.006,1609.774,1615.320,1629.140,-19.526,5.546,0
TALE,5703,39.448,-113.002,1598.268,1609.810,1617.640,-19.532,11.542,1
TALE,5704,39.447,-112.997,1592.833,1597.030,1612.210,-19.537,4.197,0
TALE,5705,39.447,-112.992,1575.039,1578.820,1594.420,-19.541,3.781,0
TALE,5706,39.447,-112.987,1567.025,1571.160,1586.410,-19.545,4.135,0
TALE,5707,39.449,-112.983,1556.025,1560.270,1575.410,-19.545,4.245,0
TALE,5708,39.450,-112.978,1545.114,1551.590,1564.500,-19.546,6.476,0
TALE,5709,39.452,-112.974,1536.406,1542.020,1555.790,-19.544,5.614,0
TALE,5710,39.455,-112.971,1536.948,1542.970,1556.330,-19.542,6.022,0
TALE,5711,39.458,-112.967,1535.262,1539.460,1554.640,-19.538,4.198,0
TALE,5712,39.461,-112.965,1530.957,1537.090,1550.330,-19.533,6.133,0
TALE,5713,39.464,-112.963,1529.603,1535.050,1548.970,-19.527,5.447,0
TALE,5802,39.444,-113.010,1632.437,1640.360,1651.810,-19.533,7.923,1
TALE,5804,39.441,-112.994,1598.697,1605.140,1618.090,-19.553,6.443,0
TALE,5805,39.442,-112.986,1567.942,1574.840,1587.340,-19.558,6.898,0
TALE,5806,39.444,-112.980,1556.281,1560.280,1575.680,-19.559,3.999,0
TALE,5807,39.446,-112.974,1542.631,1548.280,1562.030,-19.559,5.649,0
TALE,5808,39.449,-112.968,1530.382,1536.490,1549.780,-19.558,6.108,0
TALE,5809,39.453,-112.963,1521.577,1527.170,1540.970,-19.553,5.593,0
TALE,5810,39.458,-112.958,1521.083,1528.270,1540.470,-19.547,7.187,0
TALE,5904,39.437,-112.996,1609.940,1615.020,1629.340,-19.560,5.080,0
TALE,5905,39.435,-112.990,1582.730,1585.830,1602.140,-19.570,3.100,1
TALE,5906,39.436,-112.985,1561.039,1563.520,1580.450,-19.571,2.481,1
TALE,5907,39.438,-112.978,1556.037,1560.060,1575.450,-19.573,4.023,0
TALE,5908,39.440,-112.971,1535.146,1539.800,1554.560,-19.574,4.654,0
TALE,5909,39.444,-112.965,1522.347,1527.460,1541.760,-19.573,5.113,0
TALE,5910,39.447,-112.959,1516.500,1522.950,1535.910,-19.570,6.450,0
TALE,5911,39.452,-112.955,1509.736,1516.160,1529.140,-19.564,6.424,0
TALE,5912,39.457,-112.951,1509.922,1516.610,1529.320,-19.558,6.688,0
TALE,5913,39.462,-112.948,1506.091,1512.900,1525.480,-19.549,6.809,0
TALE,6008,39.434,-112.972,1536.322,1539.150,1555.750,-19.588,2.828,1
TALE,6010,39.440,-112.959,1517.873,1522.930,1537.300,-19.587,5.057,0
TALE,6011,39.444,-112.954,1506.066,1512.740,1525.490,-19.584,6.674,0
TALE,6012,39.448,-112.949,1502.771,1508.860,1522.190,-19.579,6.089,0
TALE,6013,39.453,-112.945,1499.108,1505.360,1518.520,-19.572,6.252,0
TALE,6014,39.458,-112.942,1496.076,1502.080,1515.480,-19.564,6.004,0
TALE,6109,39.429,-112.969,1523.897,1527.530,1543.340,-19.603,3.633,0
TALE,6110,39.431,-112.963,1521.276,1524.080,1540.720,-19.604,2.804,1
TALE,6111,39.434,-112.957,1513.777,1518.430,1533.220,-19.603,4.653,0
TALE,6112,39.438,-112.951,1505.210,1510.860,1524.650,-19.600,5.650,0
TALE,6113,39.442,-112.946,1499.044,1505.980,1518.480,-19.596,6.936,0
TALE,6114,39.446,-112.942,1491.830,1497.590,1511.260,-19.590,5.760,0
TALE,6116,39.457,-112.935,1482.046,1489.260,1501.460,-19.574,7.214,0
TAx4,3612,38.913,-112.705,1429.010,1434.720,1449.010,-20.160,5.710,0
TAx4,3614,38.913,-112.657,1423.240,1429.120,1443.160,-20.080,5.880,0
TAx4,3615,38.914,-112.633,1431.040,1435.890,1450.910,-20.030,4.850,0
TAx4,3616,39.410,-112.962,1506.480,1510.320,1525.980,-19.660,3.840,0
TAx4,3710,38.931,-112.753,1436.620,1440.540,1456.630,-20.170,3.920,0
TAx4,3711,38.931,-112.729,1437.820,1442.040,1457.820,-20.160,4.220,0
TAx4,3712,38.931,-112.706,1431.650,1437.570,1451.640,-20.150,5.920,0
TAx4,3713,38.932,-112.682,1422.880,1426.120,1442.840,-20.120,3.240,0
TAx4,3714,38.932,-112.658,1418.700,1422.460,1438.620,-20.080,3.760,0
TAx4,3715,38.932,-112.634,1421.570,1426.590,1441.440,-20.030,5.020,0
