name1,name2,ref,S,H,V
BR2_BR1,LR2_LR1,AusPos,35319.698,35319.410,142.756
BR2_BR1,LR2_M00,AusPos,35391.538,35391.222,149.383
BR2_BR1,LR2_M01,AusPos,35391.662,35391.330,153.336
BR2_BR1,LR2_M01,AusPos,35391.661,35391.329,153.337
BR2_BR1,LR2_M01,AusPos,35391.663,35391.331,153.330
BR2_BR1,LR2_M02,AusPos,35395.324,35395.009,149.377
BR2_BR1,LR2_M03,AusPos,35395.571,35395.239,153.329
BR2_BR1,LR2_M04,AusPos,35387.428,35387.113,149.388
BR2_BR1,LR2_M05,AusPos,35387.743,35387.411,153.340
BR2_BR1,LR2_M05,AusPos,35387.754,35387.422,153.337
BR2_BR1,LR2_M05,AusPos,35387.741,35387.409,153.344
BR2_BR1,MD_MD2,AusPos,39676.628,39676.185,187.390
BR2_BR1,MD_CXF,AusPos,39838.999,39838.528,193.815
BR2_BR1,MD_M01,AusPos,39860.187,39859.716,193.756
BR2_BR1,MD_M10,AusPos,39859.960,39859.490,193.631
BR2_BR1,MD_M11,AusPos,39856.511,39856.040,193.741
BR2_BR1,MD_M12,AusPos,39854.639,39854.169,193.644
BR2_BR1,MD_M13,AusPos,39850.204,39849.733,193.759
BR2_BR1,MD_M14,AusPos,39847.963,39847.493,193.667
BR2_BR1,MD_M02,AusPos,39861.513,39861.043,193.648
BR2_BR1,MD_M03,AusPos,39863.663,39863.192,193.743
BR2_BR1,MD_M04,AusPos,39864.337,39863.867,193.639
BR2_BR1,MD_M05,AusPos,39865.084,39864.614,193.726
BR2_BR1,MD_M06,AusPos,39865.065,39864.595,193.624
BR2_BR1,MD_M07,AusPos,39864.261,39863.790,193.724
BR2_BR1,MD_M08,AusPos,39863.545,39863.075,193.619
BR2_BR1,MD_M09,AusPos,39861.319,39860.848,193.740
BR2_BR1,MD_MD2,AusPos,39676.652,39676.209,187.388
BR2_BR1,MD_CXF,AusPos,39839.001,39838.529,193.812
BR2_BR1,MD_M01,AusPos,39860.207,39859.736,193.753
BR2_BR1,MD_M10,AusPos,39859.963,39859.493,193.627
BR2_BR1,MD_M11,AusPos,39856.512,39856.041,193.738
BR2_BR1,MD_M12,AusPos,39854.640,39854.169,193.640
BR2_BR1,MD_M13,AusPos,39850.207,39849.736,193.757
BR2_BR1,MD_M02,AusPos,39861.516,39861.046,193.647
BR2_BR1,MD_M03,AusPos,39863.667,39863.196,193.740
BR2_BR1,MD_M04,AusPos,39864.340,39863.870,193.637
BR2_BR1,MD_M06,AusPos,39865.065,39864.595,193.621
BR2_BR1,MD_M07,AusPos,39864.261,39863.790,193.722
BR2_BR1,MD_M08,AusPos,39863.545,39863.075,193.617
BR2_BR1,MD_M09,AusPos,39861.317,39860.846,193.737
BR2_BR1,MD_MD2,AusPos,39676.645,39676.203,187.388
BR2_ELS,BR2_BR1,AusPos,21.009,20.860,2.498
BR2_ELS,BR2_M10,AusPos,65.132,65.123,1.100
BR2_ELS,BR2_M10,AusPos,65.151,65.142,1.099
BR2_ELS,BR2_M10,AusPos,65.113,65.104,1.100
BR2_ELS,BR2_M10,AusPos,65.131,65.122,1.097
BR2_ELS,BR2_M11,AusPos,65.395,65.333,2.863
BR2_ELS,BR2_M06,AusPos,62.634,62.625,1.107
BR2_ELS,BR2_M06,AusPos,62.677,62.667,1.100
BR2_ELS,BR2_M07,AusPos,63.061,62.994,2.922
BR2_ELS,BR2_M07,AusPos,63.064,62.999,2.853
BR2_ELS,BR2_M07,AusPos,63.052,62.987,2.862
BR2_ELS,BR2_M08,AusPos,68.557,68.548,1.107
BR2_ELS,BR2_M09,AusPos,68.873,68.814,2.858
BR2_ELS,BR2_M09,AusPos,68.861,68.801,2.865
BR2_ELS,BR2_BR1,AusPos,21.009,20.859,2.503
BR2_ELS,BR2_M10,AusPos,65.128,65.118,1.104
BR2_ELS,BR2_M11,AusPos,65.390,65.328,2.859
BR2_ELS,BR2_M06,AusPos,62.653,62.643,1.114
BR2_ELS,BR2_M07,AusPos,63.069,63.004,2.855
BR2_ELS,BR2_M08,AusPos,68.552,68.543,1.114
BR2_ELS,CLF_CLF2,AusPos,20670.543,20670.542,6.329
BR2_ELS,CLF_CLF,AusPos,20782.934,20782.933,6.331
BR2_ELS,CLF_CLF,AusPos,20782.930,20782.929,6.331
BR2_ELS,CLF_CLF2,AusPos,20670.542,20670.541,6.277
BR2_ELS,LR_LR2,AusPos,35352.149,35351.868,140.802
BR2_ELS,LR_M10,AusPos,35395.191,35394.886,146.914
BR2_ELS,LR_M11,AusPos,35395.514,35395.193,150.859
BR2_ELS,LR_M11,AusPos,35395.507,35395.186,150.863
BR2_ELS,LR_M11,AusPos,35395.524,35395.202,150.858
BR2_ELS,LR_M06,AusPos,35397.211,35396.907,146.923
BR2_ELS,LR_M07,AusPos,35397.572,35397.251,150.870
BR2_ELS,LR_M08,AusPos,35396.203,35395.898,146.907
BR2_ELS,LR_M09,AusPos,35396.582,35396.260,150.864
BR2_ELS,LR2_LR1,AusPos,35327.762,35327.483,140.262
BR2_ELS,LR2_M00,AusPos,35399.597,35399.292,146.888
BR2_ELS,LR2_M01,AusPos,35399.721,35399.400,150.841
BR2_ELS,LR2_M01,AusPos,35399.720,35399.399,150.843
BR2_ELS,LR2_M01,AusPos,35399.722,35399.400,150.835
BR2_ELS,LR2_M02,AusPos,35403.382,35403.077,146.882
BR2_ELS,LR2_M03,AusPos,35403.629,35403.307,150.834
BR2_ELS,LR2_M04,AusPos,35395.491,35395.186,146.893
BR2_ELS,LR2_M05,AusPos,35395.806,35395.484,150.845
BR2_ELS,LR2_M05,AusPos,35395.817,35395.495,150.843
BR2_ELS,LR2_M05,AusPos,35395.803,35395.482,150.849
BR2_ELS,MD_MD2,AusPos,39667.370,39666.939,184.896
BR2_ELS,MD_CXF,AusPos,39829.806,39829.346,191.320
BR2_ELS,MD_M01,AusPos,39851.000,39850.541,191.261
BR2_ELS,MD_M10,AusPos,39850.759,39850.301,191.137
BR2_ELS,MD_M11,AusPos,39847.308,39846.849,191.246
BR2_ELS,MD_M12,AusPos,39845.436,39844.977,191.149
BR2_ELS,MD_M13,AusPos,39840.999,39840.540,191.264
BR2_ELS,MD_M14,AusPos,39838.758,39838.299,191.172
BR2_ELS,MD_M02,AusPos,39852.326,39851.867,191.153
BR2_ELS,MD_M03,AusPos,39854.473,39854.015,191.249
BR2_ELS,MD_M04,AusPos,39855.146,39854.688,191.144
BR2_ELS,MD_M05,AusPos,39855.891,39855.432,191.232
BR2_ELS,MD_M06,AusPos,39855.870,39855.412,191.129
BR2_ELS,MD_M07,AusPos,39855.064,39854.605,191.229
BR2_ELS,MD_M08,AusPos,39854.347,39853.889,191.125
BR2_ELS,MD_M09,AusPos,39852.119,39851.660,191.246
BR2_ELS,MD_MD2,AusPos,39667.394,39666.963,184.893
BR2_ELS,MD_CXF,AusPos,39829.807,39829.347,191.317
BR2_ELS,MD_M01,AusPos,39851.020,39850.561,191.258
BR2_ELS,MD_M10,AusPos,39850.762,39850.304,191.133
BR2_ELS,MD_M11,AusPos,39847.309,39846.850,191.243
BR2_ELS,MD_M12,AusPos,39845.436,39844.978,191.146
BR2_ELS,MD_M13,AusPos,39841.002,39840.543,191.262
BR2_ELS,MD_M02,AusPos,39852.329,39851.870,191.152
BR2_ELS,MD_M03,AusPos,39854.477,39854.018,191.245
BR2_ELS,MD_M04,AusPos,39855.149,39854.691,191.142
BR2_ELS,MD_M06,AusPos,39855.871,39855.412,191.127
BR2_ELS,MD_M07,AusPos,39855.064,39854.605,191.228
BR2_ELS,MD_M08,AusPos,39854.347,39853.889,191.123
BR2_ELS,MD_M09,AusPos,39852.117,39851.658,191.242
BR2_ELS,MD_MD2,AusPos,39667.387,39666.956,184.893
BR2_BR1,BR2_M10,AusPos,72.851,72.838,1.398
BR2_BR1,BR2_M10,AusPos,72.862,72.848,1.399
BR2_BR1,BR2_M10,AusPos,72.840,72.827,1.398
BR2_BR1,BR2_M10,AusPos,72.850,72.837,1.401
BR2_BR1,BR2_M11,AusPos,73.152,72.955,5.362
BR2_BR1,BR2_M06,AusPos,68.259,68.245,1.391
BR2_BR1,BR2_M06,AusPos,68.291,68.277,1.398
BR2_BR1,BR2_M07,AusPos,68.767,68.553,5.421
BR2_BR1,BR2_M07,AusPos,68.766,68.557,5.352
BR2_BR1,BR2_M07,AusPos,68.757,68.548,5.360
BR2_BR1,BR2_M08,AusPos,76.902,76.889,1.391
BR2_BR1,BR2_M09,AusPos,77.267,77.081,5.357
BR2_BR1,BR2_M09,AusPos,77.257,77.071,5.363
BR2_BR1,BR2_BR1,AusPos,0.005,0.001,0.005
BR2_BR1,BR2_M10,AusPos,72.845,72.832,1.394
BR2_BR1,BR2_M11,AusPos,73.145,72.948,5.357
BR2_BR1,BR2_M06,AusPos,68.269,68.255,1.385
BR2_BR1,BR2_M07,AusPos,68.769,68.561,5.354
BR2_BR1,BR2_M08,AusPos,76.897,76.884,1.384
BR2_BR1,CLF_CLF2,AusPos,20673.678,20673.676,8.827
BR2_BR1,CLF_CLF,AusPos,20786.226,20786.224,8.830
BR2_BR1,CLF_CLF,AusPos,20786.222,20786.220,8.830
BR2_BR1,CLF_CLF2,AusPos,20673.676,20673.675,8.776
BR2_BR1,LR_LR2,AusPos,35344.114,35343.823,143.300
BR2_BR1,LR_M10,AusPos,35387.125,35386.810,149.412
BR2_BR1,LR_M11,AusPos,35387.450,35387.117,153.358
BR2_BR1,LR_M11,AusPos,35387.442,35387.110,153.361
BR2_BR1,LR_M11,AusPos,35387.459,35387.127,153.357
BR2_BR1,LR_M06,AusPos,35389.150,35388.835,149.421
BR2_BR1,LR_M07,AusPos,35389.512,35389.179,153.369
BR2_BR1,LR_M08,AusPos,35388.135,35387.820,149.405
BR2_BR1,LR_M09,AusPos,35388.515,35388.182,153.362
BR2_BR1,LR2_LR1,AusPos,35319.697,35319.409,142.760
BR2_BR1,LR2_M00,AusPos,35391.537,35391.222,149.387
BR2_BR1,LR2_M01,AusPos,35391.662,35391.329,153.340
BR2_BR1,LR2_M01,AusPos,35391.661,35391.329,153.341
BR2_BR1,LR2_M01,AusPos,35391.662,35391.330,153.333
BR2_BR1,LR2_M02,AusPos,35395.323,35395.008,149.380
BR2_BR1,LR2_M03,AusPos,35395.571,35395.239,153.332
BR2_BR1,LR2_M04,AusPos,35387.428,35387.112,149.391
BR2_BR1,LR2_M05,AusPos,35387.743,35387.411,153.344
BR2_BR1,LR2_M05,AusPos,35387.754,35387.421,153.341
BR2_BR1,LR2_M05,AusPos,35387.740,35387.408,153.347
BR2_BR1,MD_MD2,AusPos,39676.628,39676.186,187.394
BR2_BR1,MD_CXF,AusPos,39839.000,39838.529,193.819
BR2_BR1,MD_M01,AusPos,39860.187,39859.717,193.760
BR2_BR1,MD_M10,AusPos,39859.961,39859.490,193.635
BR2_BR1,MD_M11,AusPos,39856.512,39856.041,193.745
BR2_BR1,MD_M12,AusPos,39854.640,39854.170,193.648
BR2_BR1,MD_M13,AusPos,39850.205,39849.734,193.763
BR2_BR1,MD_M14,AusPos,39847.964,39847.493,193.671
BR2_BR1,MD_M02,AusPos,39861.514,39861.044,193.651
BR2_BR1,MD_M03,AusPos,39863.664,39863.193,193.747
BR2_BR1,MD_M04,AusPos,39864.338,39863.867,193.643
BR2_BR1,MD_M05,AusPos,39865.085,39864.614,193.730
BR2_BR1,MD_M06,AusPos,39865.066,39864.595,193.628
BR2_BR1,MD_M07,AusPos,39864.261,39863.791,193.728
BR2_BR1,MD_M08,AusPos,39863.546,39863.076,193.623
BR2_BR1,MD_M09,AusPos,39861.320,39860.849,193.744
BR2_BR1,MD_MD2,AusPos,39676.652,39676.210,187.391
BR2_BR1,MD_CXF,AusPos,39839.001,39838.530,193.815
BR2_BR1,MD_M01,AusPos,39860.208,39859.737,193.757
BR2_BR1,MD_M10,AusPos,39859.964,39859.494,193.631
BR2_BR1,MD_M11,AusPos,39856.513,39856.042,193.742
BR2_BR1,MD_M12,AusPos,39854.641,39854.170,193.644
BR2_BR1,MD_M13,AusPos,39850.208,39849.737,193.760
BR2_BR1,MD_M02,AusPos,39861.517,39861.047,193.650
BR2_BR1,MD_M03,AusPos,39863.668,39863.197,193.744
BR2_BR1,MD_M04,AusPos,39864.341,39863.870,193.640
BR2_BR1,MD_M06,AusPos,39865.066,39864.596,193.625
BR2_BR1,MD_M07,AusPos,39864.261,39863.791,193.726
BR2_BR1,MD_M08,AusPos,39863.546,39863.076,193.621
BR2_BR1,MD_M09,AusPos,39861.318,39860.847,193.740
BR2_BR1,MD_MD2,AusPos,39676.646,39676.203,187.391
BR2_M10,BR2_M10,AusPos,0.034,0.034,0.001
BR2_M10,BR2_M10,AusPos,0.031,0.031,0.000
BR2_M10,BR2_M10,AusPos,0.003,0.001,0.003
BR2_M10,BR2_M11,AusPos,3.980,0.369,3.963
BR2_M10,BR2_M06,AusPos,7.965,7.965,0.008
BR2_M10,BR2_M06,AusPos,7.983,7.983,0.000
BR2_M10,BR2_M07,AusPos,8.972,8.020,4.022
BR2_M10,BR2_M07,AusPos,8.944,8.023,3.953
BR2_M10,BR2_M07,AusPos,8.943,8.017,3.962
BR2_M10,BR2_M08,AusPos,4.419,4.419,0.007
BR2_M10,BR2_M09,AusPos,5.984,4.488,3.958
BR2_M10,BR2_M09,AusPos,5.984,4.482,3.965
BR2_M10,BR2_BR1,AusPos,72.851,72.838,1.403
BR2_M10,BR2_M10,AusPos,0.009,0.008,0.004
BR2_M10,BR2_M11,AusPos,3.976,0.373,3.959
BR2_M10,BR2_M06,AusPos,7.985,7.985,0.014
BR2_M10,BR2_M07,AusPos,8.948,8.026,3.955
BR2_M10,BR2_M08,AusPos,4.413,4.413,0.014
BR2_M10,CLF_CLF2,AusPos,20730.937,20730.936,7.429
BR2_M10,CLF_CLF,AusPos,20843.140,20843.139,7.431
BR2_M10,CLF_CLF,AusPos,20843.136,20843.134,7.431
BR2_M10,CLF_CLF2,AusPos,20730.936,20730.935,7.377
BR2_M10,LR_LR2,AusPos,35416.419,35416.135,141.902
BR2_M10,LR_M10,AusPos,35459.444,35459.135,148.014
BR2_M10,LR_M11,AusPos,35459.768,35459.443,151.959
BR2_M10,LR_M11,AusPos,35459.761,35459.435,151.963
BR2_M10,LR_M11,AusPos,35459.778,35459.452,151.958
BR2_M10,LR_M06,AusPos,35461.467,35461.159,148.023
BR2_M10,LR_M07,AusPos,35461.828,35461.503,151.970
BR2_M10,LR_M08,AusPos,35460.455,35460.146,148.007
BR2_M10,LR_M09,AusPos,35460.834,35460.509,151.964
BR2_M10,LR2_LR1,AusPos,35392.016,35391.734,141.362
BR2_M10,LR2_M00,AusPos,35463.853,35463.545,147.988
BR2_M10,LR2_M01,AusPos,35463.978,35463.652,151.941
BR2_M10,LR2_M01,AusPos,35463.977,35463.651,151.943
BR2_M10,LR2_M01,AusPos,35463.979,35463.653,151.935
BR2_M10,LR2_M02,AusPos,35467.639,35467.330,147.982
BR2_M10,LR2_M03,AusPos,35467.886,35467.561,151.934
BR2_M10,LR2_M04,AusPos,35459.746,35459.437,147.993
BR2_M10,LR2_M05,AusPos,35460.061,35459.735,151.945
BR2_M10,LR2_M05,AusPos,35460.071,35459.746,151.943
BR2_M10,LR2_M05,AusPos,35460.058,35459.732,151.949
BR2_M10,MD_MD2,AusPos,39717.507,39717.072,185.995
BR2_M10,MD_CXF,AusPos,39880.086,39879.622,192.420
BR2_M10,MD_M01,AusPos,39901.296,39900.832,192.361
BR2_M10,MD_M10,AusPos,39901.023,39900.560,192.237
BR2_M10,MD_M11,AusPos,39897.569,39897.105,192.346
BR2_M10,MD_M12,AusPos,39895.694,39895.231,192.249
BR2_M10,MD_M13,AusPos,39891.255,39890.791,192.364
BR2_M10,MD_M14,AusPos,39889.013,39888.549,192.272
BR2_M10,MD_M02,AusPos,39902.620,39902.157,192.253
BR2_M10,MD_M03,AusPos,39904.763,39904.299,192.349
BR2_M10,MD_M04,AusPos,39905.433,39904.970,192.244
BR2_M10,MD_M05,AusPos,39906.173,39905.709,192.332
BR2_M10,MD_M06,AusPos,39906.149,39905.686,192.229
BR2_M10,MD_M07,AusPos,39905.337,39904.874,192.329
BR2_M10,MD_M08,AusPos,39904.618,39904.155,192.225
BR2_M10,MD_M09,AusPos,39902.385,39901.921,192.345
BR2_M10,MD_MD2,AusPos,39717.531,39717.096,185.993
BR2_M10,MD_CXF,AusPos,39880.087,39879.623,192.417
BR2_M10,MD_M01,AusPos,39901.316,39900.853,192.358
BR2_M10,MD_M10,AusPos,39901.027,39900.564,192.233
BR2_M10,MD_M11,AusPos,39897.570,39897.106,192.343
BR2_M10,MD_M12,AusPos,39895.695,39895.232,192.246
BR2_M10,MD_M13,AusPos,39891.258,39890.794,192.362
BR2_M10,MD_M02,AusPos,39902.623,39902.160,192.252
BR2_M10,MD_M03,AusPos,39904.767,39904.303,192.345
BR2_M10,MD_M04,AusPos,39905.436,39904.973,192.242
BR2_M10,MD_M06,AusPos,39906.149,39905.687,192.227
BR2_M10,MD_M07,AusPos,39905.337,39904.874,192.328
BR2_M10,MD_M08,AusPos,39904.618,39904.156,192.223
BR2_M10,MD_M09,AusPos,39902.383,39901.919,192.342
BR2_M10,MD_MD2,AusPos,39717.525,39717.089,185.993
BR2_M10,BR2_M10,AusPos,0.065,0.065,0.001
BR2_M10,BR2_M10,AusPos,0.034,0.034,0.002
BR2_M10,BR2_M11,AusPos,3.977,0.335,3.962
BR2_M10,BR2_M06,AusPos,7.946,7.946,0.008
BR2_M10,BR2_M06,AusPos,7.963,7.963,0.001
BR2_M10,BR2_M07,AusPos,8.954,8.000,4.022
BR2_M10,BR2_M07,AusPos,8.925,8.002,3.952
BR2_M10,BR2_M07,AusPos,8.924,7.997,3.961
BR2_M10,BR2_M08,AusPos,4.423,4.423,0.008
BR2_M10,BR2_M09,AusPos,5.985,4.490,3.958
BR2_M10,BR2_M09,AusPos,5.985,4.484,3.964
BR2_M10,BR2_BR1,AusPos,72.861,72.848,1.404
BR2_M10,BR2_M10,AusPos,0.032,0.032,0.005
BR2_M10,BR2_M11,AusPos,3.972,0.339,3.958
BR2_M10,BR2_M06,AusPos,7.966,7.966,0.014
BR2_M10,BR2_M07,AusPos,8.929,8.006,3.955
BR2_M10,BR2_M08,AusPos,4.417,4.417,0.015
BR2_M10,CLF_CLF2,AusPos,20730.965,20730.964,7.428
BR2_M10,CLF_CLF,AusPos,20843.168,20843.167,7.430
BR2_M10,CLF_CLF,AusPos,20843.164,20843.163,7.430
BR2_M10,CLF_CLF2,AusPos,20730.964,20730.963,7.377
BR2_M10,LR_LR2,AusPos,35416.433,35416.149,141.901
BR2_M10,LR_M10,AusPos,35459.458,35459.149,148.013
BR2_M10,LR_M11,AusPos,35459.782,35459.457,151.958
BR2_M10,LR_M11,AusPos,35459.775,35459.450,151.962
BR2_M10,LR_M11,AusPos,35459.792,35459.466,151.958
BR2_M10,LR_M06,AusPos,35461.482,35461.173,148.022
BR2_M10,LR_M07,AusPos,35461.843,35461.517,151.969
BR2_M10,LR_M08,AusPos,35460.469,35460.160,148.006
BR2_M10,LR_M09,AusPos,35460.849,35460.523,151.963
BR2_M10,LR2_LR1,AusPos,35392.030,35391.748,141.361
BR2_M10,LR2_M00,AusPos,35463.868,35463.559,147.988
BR2_M10,LR2_M01,AusPos,35463.992,35463.667,151.941
BR2_M10,LR2_M01,AusPos,35463.991,35463.666,151.942
BR2_M10,LR2_M01,AusPos,35463.993,35463.667,151.934
BR2_M10,LR2_M02,AusPos,35467.653,35467.345,147.981
BR2_M10,LR2_M03,AusPos,35467.900,35467.575,151.933
BR2_M10,LR2_M04,AusPos,35459.760,35459.451,147.992
BR2_M10,LR2_M05,AusPos,35460.075,35459.749,151.945
BR2_M10,LR2_M05,AusPos,35460.086,35459.760,151.942
BR2_M10,LR2_M05,AusPos,35460.072,35459.747,151.948
BR2_M10,MD_MD2,AusPos,39717.540,39717.104,185.995
BR2_M10,MD_CXF,AusPos,39880.119,39879.654,192.420
BR2_M10,MD_M01,AusPos,39901.329,39900.865,192.360
BR2_M10,MD_M10,AusPos,39901.056,39900.593,192.236
BR2_M10,MD_M11,AusPos,39897.601,39897.138,192.346
BR2_M10,MD_M12,AusPos,39895.727,39895.264,192.248
BR2_M10,MD_M13,AusPos,39891.288,39890.824,192.363
BR2_M10,MD_M14,AusPos,39889.045,39888.582,192.271
BR2_M10,MD_M02,AusPos,39902.653,39902.189,192.252
BR2_M10,MD_M03,AusPos,39904.795,39904.332,192.348
BR2_M10,MD_M04,AusPos,39905.465,39905.002,192.243
BR2_M10,MD_M05,AusPos,39906.205,39905.742,192.331
BR2_M10,MD_M06,AusPos,39906.182,39905.719,192.229
BR2_M10,MD_M07,AusPos,39905.370,39904.906,192.329
BR2_M10,MD_M08,AusPos,39904.651,39904.188,192.224
BR2_M10,MD_M09,AusPos,39902.418,39901.954,192.345
BR2_M10,MD_MD2,AusPos,39717.564,39717.128,185.992
BR2_M10,MD_CXF,AusPos,39880.120,39879.656,192.416
BR2_M10,MD_M01,AusPos,39901.349,39900.885,192.358
BR2_M10,MD_M10,AusPos,39901.059,39900.596,192.232
BR2_M10,MD_M11,AusPos,39897.602,39897.139,192.342
BR2_M10,MD_M12,AusPos,39895.727,39895.264,192.245
BR2_M10,MD_M13,AusPos,39891.291,39890.827,192.361
BR2_M10,MD_M02,AusPos,39902.655,39902.192,192.251
BR2_M10,MD_M03,AusPos,39904.799,39904.336,192.345
BR2_M10,MD_M04,AusPos,39905.468,39905.005,192.241
BR2_M10,MD_M06,AusPos,39906.182,39905.719,192.226
BR2_M10,MD_M07,AusPos,39905.370,39904.907,192.327
BR2_M10,MD_M08,AusPos,39904.651,39904.188,192.222
BR2_M10,MD_M09,AusPos,39902.416,39901.952,192.341
BR2_M10,MD_MD2,AusPos,39717.557,39717.122,185.992
BR2_M10,BR2_M10,AusPos,0.031,0.031,0.003
BR2_M10,BR2_M11,AusPos,3.983,0.399,3.963
BR2_M10,BR2_M06,AusPos,7.981,7.981,0.008
BR2_M10,BR2_M06,AusPos,7.999,7.999,0.000
BR2_M10,BR2_M07,AusPos,8.988,8.037,4.022
BR2_M10,BR2_M07,AusPos,8.959,8.040,3.953
BR2_M10,BR2_M07,AusPos,8.958,8.034,3.962
BR2_M10,BR2_M08,AusPos,4.417,4.417,0.007
BR2_M10,BR2_M09,AusPos,5.985,4.489,3.958
BR2_M10,BR2_M09,AusPos,5.985,4.483,3.964
BR2_M10,BR2_BR1,AusPos,72.840,72.826,1.403
BR2_M10,BR2_M10,AusPos,0.035,0.035,0.004
BR2_M10,BR2_M11,AusPos,3.979,0.403,3.959
BR2_M10,BR2_M06,AusPos,8.001,8.001,0.014
BR2_M10,BR2_M07,AusPos,8.963,8.044,3.955
BR2_M10,BR2_M08,AusPos,4.412,4.412,0.014
BR2_M10,CLF_CLF2,AusPos,20730.911,20730.909,7.429
BR2_M10,CLF_CLF,AusPos,20843.114,20843.112,7.431
BR2_M10,CLF_CLF,AusPos,20843.109,20843.108,7.431
BR2_M10,CLF_CLF2,AusPos,20730.909,20730.908,7.377
BR2_M10,LR_LR2,AusPos,35416.405,35416.120,141.902
BR2_M10,LR_M10,AusPos,35459.430,35459.121,148.013
BR2_M10,LR_M11,AusPos,35459.754,35459.428,151.959
BR2_M10,LR_M11,AusPos,35459.747,35459.421,151.963
BR2_M10,LR_M11,AusPos,35459.763,35459.438,151.958
BR2_M10,LR_M06,AusPos,35461.453,35461.144,148.023
BR2_M10,LR_M07,AusPos,35461.814,35461.488,151.970
BR2_M10,LR_M08,AusPos,35460.441,35460.132,148.007
BR2_M10,LR_M09,AusPos,35460.820,35460.494,151.963
BR2_M10,LR2_LR1,AusPos,35392.002,35391.719,141.361
BR2_M10,LR2_M00,AusPos,35463.839,35463.530,147.988
BR2_M10,LR2_M01,AusPos,35463.964,35463.638,151.941
BR2_M10,LR2_M01,AusPos,35463.963,35463.637,151.943
BR2_M10,LR2_M01,AusPos,35463.964,35463.639,151.935
BR2_M10,LR2_M02,AusPos,35467.625,35467.316,147.982
BR2_M10,LR2_M03,AusPos,35467.872,35467.547,151.934
BR2_M10,LR2_M04,AusPos,35459.731,35459.423,147.993
BR2_M10,LR2_M05,AusPos,35460.046,35459.721,151.945
BR2_M10,LR2_M05,AusPos,35460.057,35459.732,151.942
BR2_M10,LR2_M05,AusPos,35460.044,35459.718,151.949
BR2_M10,MD_MD2,AusPos,39717.477,39717.042,185.995
BR2_M10,MD_CXF,AusPos,39880.056,39879.592,192.420
BR2_M10,MD_M01,AusPos,39901.266,39900.803,192.361
BR2_M10,MD_M10,AusPos,39900.993,39900.530,192.237
BR2_M10,MD_M11,AusPos,39897.539,39897.075,192.346
BR2_M10,MD_M12,AusPos,39895.665,39895.201,192.249
BR2_M10,MD_M13,AusPos,39891.225,39890.761,192.364
BR2_M10,MD_M14,AusPos,39888.983,39888.520,192.272
BR2_M10,MD_M02,AusPos,39902.590,39902.127,192.253
BR2_M10,MD_M03,AusPos,39904.733,39904.269,192.348
BR2_M10,MD_M04,AusPos,39905.403,39904.940,192.244
BR2_M10,MD_M05,AusPos,39906.143,39905.679,192.331
BR2_M10,MD_M06,AusPos,39906.120,39905.657,192.229
BR2_M10,MD_M07,AusPos,39905.307,39904.844,192.329
BR2_M10,MD_M08,AusPos,39904.588,39904.125,192.225
BR2_M10,MD_M09,AusPos,39902.355,39901.892,192.345
BR2_M10,MD_MD2,AusPos,39717.501,39717.066,185.993
BR2_M10,MD_CXF,AusPos,39880.057,39879.593,192.417
BR2_M10,MD_M01,AusPos,39901.286,39900.823,192.358
BR2_M10,MD_M10,AusPos,39900.997,39900.534,192.233
BR2_M10,MD_M11,AusPos,39897.540,39897.076,192.343
BR2_M10,MD_M12,AusPos,39895.665,39895.202,192.246
BR2_M10,MD_M13,AusPos,39891.228,39890.764,192.362
BR2_M10,MD_M02,AusPos,39902.593,39902.130,192.252
BR2_M10,MD_M03,AusPos,39904.737,39904.273,192.345
BR2_M10,MD_M04,AusPos,39905.406,39904.943,192.242
BR2_M10,MD_M06,AusPos,39906.120,39905.657,192.227
BR2_M10,MD_M07,AusPos,39905.308,39904.844,192.327
BR2_M10,MD_M08,AusPos,39904.589,39904.126,192.223
BR2_M10,MD_M09,AusPos,39902.353,39901.890,192.342
BR2_M10,MD_MD2,AusPos,39717.495,39717.059,185.993
BR2_M10,BR2_M11,AusPos,3.977,0.368,3.960
BR2_M10,BR2_M06,AusPos,7.964,7.964,0.010
BR2_M10,BR2_M06,AusPos,7.981,7.981,0.003
BR2_M10,BR2_M07,AusPos,8.970,8.019,4.019
BR2_M10,BR2_M07,AusPos,8.941,8.022,3.950
BR2_M10,BR2_M07,AusPos,8.940,8.016,3.959
BR2_M10,BR2_M08,AusPos,4.420,4.420,0.010
BR2_M10,BR2_M09,AusPos,5.983,4.490,3.955
BR2_M10,BR2_M09,AusPos,5.983,4.484,3.962
BR2_M10,BR2_BR1,AusPos,72.850,72.836,1.406
BR2_M10,BR2_M10,AusPos,0.010,0.007,0.007
BR2_M10,BR2_M11,AusPos,3.973,0.372,3.956
BR2_M10,BR2_M06,AusPos,7.984,7.984,0.017
BR2_M10,BR2_M07,AusPos,8.946,8.025,3.952
BR2_M10,BR2_M08,AusPos,4.415,4.415,0.017
BR2_M10,CLF_CLF2,AusPos,20730.937,20730.935,7.426
BR2_M10,CLF_CLF,AusPos,20843.140,20843.138,7.428
BR2_M10,CLF_CLF,AusPos,20843.135,20843.134,7.428
BR2_M10,CLF_CLF2,AusPos,20730.936,20730.934,7.374
BR2_M10,LR_LR2,AusPos,35416.418,35416.134,141.899
BR2_M10,LR_M10,AusPos,35459.443,35459.134,148.011
