name1,name2,ref,S,H,V
BR_M04,MD_CXF,OPUS,39880.634,39880.170,192.451
BR_M04,MD_M01,OPUS,39901.843,39901.379,192.392
BR_M04,MD_M10,OPUS,39901.573,39901.110,192.267
BR_M04,MD_M11,OPUS,39898.119,39897.655,192.377
BR_M04,MD_M12,OPUS,39896.244,39895.781,192.280
BR_M04,MD_M13,OPUS,39891.805,39891.341,192.395
BR_M04,MD_M14,OPUS,39889.563,39889.100,192.303
BR_M04,MD_M02,OPUS,39903.167,39902.704,192.284
BR_M04,MD_M03,OPUS,39905.310,39904.846,192.379
BR_M04,MD_M04,OPUS,39905.980,39905.517,192.275
BR_M04,MD_M05,OPUS,39906.721,39906.257,192.362
BR_M04,MD_M06,OPUS,39906.698,39906.235,192.260
BR_M04,MD_M07,OPUS,39905.886,39905.422,192.360
BR_M04,MD_M08,OPUS,39905.167,39904.704,192.255
BR_M04,MD_M09,OPUS,39902.934,39902.471,192.376
BR_M04,MD_MD2,OPUS,39718.092,39717.656,186.023
BR_M04,MD_CXF,OPUS,39880.635,39880.171,192.447
BR_M04,MD_M01,OPUS,39901.863,39901.399,192.389
BR_M04,MD_M10,OPUS,39901.576,39901.113,192.263
BR_M04,MD_M11,OPUS,39898.120,39897.656,192.374
BR_M04,MD_M12,OPUS,39896.245,39895.782,192.276
BR_M04,MD_M13,OPUS,39891.808,39891.344,192.392
BR_M04,MD_M02,OPUS,39903.170,39902.706,192.283
BR_M04,MD_M03,OPUS,39905.314,39904.850,192.376
BR_M04,MD_M04,OPUS,39905.983,39905.520,192.273
BR_M04,MD_M06,OPUS,39906.698,39906.235,192.257
BR_M04,MD_M07,OPUS,39905.886,39905.423,192.358
BR_M04,MD_M08,OPUS,39905.167,39904.704,192.253
BR_M04,MD_M09,OPUS,39902.932,39902.469,192.372
BR_M04,MD_MD2,OPUS,39718.085,39717.649,186.023
BR_M04,BR_M04,OPUS,0.048,0.048,0.004
BR_M04,BR_M05,OPUS,3.984,0.398,3.964
BR_M04,BR_M05,OPUS,3.986,0.402,3.965
BR_M04,BR2_BR1,OPUS,70.149,70.135,1.386
BR_M04,BR2_ELS,OPUS,63.275,63.265,1.108
BR_M04,BR2_BR1,OPUS,70.150,70.136,1.390
BR_M04,BR2_M10,OPUS,3.726,3.726,0.008
BR_M04,BR2_M10,OPUS,3.712,3.712,0.009
BR_M04,BR2_M10,OPUS,3.737,3.737,0.008
BR_M04,BR2_M10,OPUS,3.725,3.725,0.011
BR_M04,BR2_M11,OPUS,5.354,3.591,3.972
BR_M04,BR2_M06,OPUS,4.338,4.338,0.001
BR_M04,BR2_M06,OPUS,4.362,4.362,0.008
BR_M04,BR2_M07,OPUS,6.009,4.456,4.031
BR_M04,BR2_M07,OPUS,5.965,4.460,3.962
BR_M04,BR2_M07,OPUS,5.965,4.452,3.970
BR_M04,BR2_M08,OPUS,8.042,8.042,0.001
BR_M04,BR2_M09,OPUS,8.976,8.052,3.967
BR_M04,BR2_M09,OPUS,8.976,8.049,3.973
BR_M04,BR2_BR1,OPUS,70.149,70.135,1.395
BR_M04,BR2_M10,OPUS,3.718,3.718,0.004
BR_M04,BR2_M11,OPUS,5.345,3.582,3.967
BR_M04,BR2_M06,OPUS,4.361,4.361,0.005
BR_M04,BR2_M07,OPUS,5.970,4.465,3.964
BR_M04,BR2_M08,OPUS,8.037,8.037,0.006
BR_M04,CLF_CLF2,OPUS,10278817.007,6074112.443,8292118.975
BR_M04,CLF_CLF,OPUS,10278928.495,6074055.530,8292298.862
BR_M04,CLF_CLF,OPUS,10278928.497,6074055.529,8292298.866
BR_M04,CLF_CLF2,OPUS,10278816.965,6074112.394,8292118.958
BR_M04,LR_LR2,OPUS,35413.987,35413.703,141.910
BR_M04,LR_M10,OPUS,35457.010,35456.701,148.022
BR_M04,LR_M11,OPUS,35457.334,35457.008,151.968
BR_M04,LR_M11,OPUS,35457.327,35457.001,151.971
BR_M04,LR_M11,OPUS,35457.343,35457.017,151.967
BR_M04,LR_M06,OPUS,35459.033,35458.724,148.031
BR_M04,LR_M07,OPUS,35459.394,35459.069,151.979
BR_M04,LR_M08,OPUS,35458.020,35457.711,148.015
BR_M04,LR_M09,OPUS,35458.400,35458.074,151.972
BR_M04,LR2_LR1,OPUS,35389.584,35389.301,141.387
BR_M04,LR2_M00,OPUS,35461.422,35461.113,148.014
BR_M04,LR2_M01,OPUS,35461.546,35461.220,151.967
BR_M04,LR2_M01,OPUS,35461.545,35461.219,151.968
BR_M04,LR2_M01,OPUS,35461.547,35461.221,151.960
BR_M04,LR2_M02,OPUS,35465.207,35464.898,148.007
BR_M04,LR2_M03,OPUS,35465.454,35465.129,151.959
BR_M04,LR2_M04,OPUS,35457.314,35457.005,148.018
BR_M04,LR2_M05,OPUS,35457.628,35457.303,151.971
BR_M04,LR2_M05,OPUS,35457.639,35457.314,151.968
BR_M04,LR2_M05,OPUS,35457.626,35457.300,151.974
BR_M04,MD_MD2,OPUS,39718.052,39717.616,186.026
BR_M04,MD_CXF,OPUS,39880.618,39880.154,192.451
BR_M04,MD_M01,OPUS,39901.827,39901.363,192.392
BR_M04,MD_M10,OPUS,39901.557,39901.094,192.267
BR_M04,MD_M11,OPUS,39898.103,39897.639,192.377
BR_M04,MD_M12,OPUS,39896.229,39895.765,192.280
BR_M04,MD_M13,OPUS,39891.790,39891.326,192.395
BR_M04,MD_M14,OPUS,39889.547,39889.084,192.303
BR_M04,MD_M02,OPUS,39903.151,39902.688,192.284
BR_M04,MD_M03,OPUS,39905.294,39904.830,192.379
BR_M04,MD_M04,OPUS,39905.965,39905.501,192.275
BR_M04,MD_M05,OPUS,39906.705,39906.241,192.362
BR_M04,MD_M06,OPUS,39906.682,39906.219,192.260
BR_M04,MD_M07,OPUS,39905.870,39905.407,192.360
BR_M04,MD_M08,OPUS,39905.151,39904.688,192.255
BR_M04,MD_M09,OPUS,39902.918,39902.455,192.376
BR_M04,MD_MD2,OPUS,39718.076,39717.640,186.023
BR_M04,MD_CXF,OPUS,39880.619,39880.155,192.447
BR_M04,MD_M01,OPUS,39901.847,39901.384,192.389
BR_M04,MD_M10,OPUS,39901.560,39901.097,192.263
BR_M04,MD_M11,OPUS,39898.104,39897.640,192.374
BR_M04,MD_M12,OPUS,39896.229,39895.766,192.276
BR_M04,MD_M13,OPUS,39891.792,39891.328,192.392
BR_M04,MD_M02,OPUS,39903.154,39902.691,192.283
BR_M04,MD_M03,OPUS,39905.298,39904.834,192.376
BR_M04,MD_M04,OPUS,39905.968,39905.504,192.273
BR_M04,MD_M06,OPUS,39906.682,39906.219,192.257
BR_M04,MD_M07,OPUS,39905.870,39905.407,192.358
BR_M04,MD_M08,OPUS,39905.152,39904.688,192.253
BR_M04,MD_M09,OPUS,39902.917,39902.453,192.372
BR_M04,MD_MD2,OPUS,39718.069,39717.634,186.023
BR_M04,BR_M05,OPUS,3.976,0.352,3.960
BR_M04,BR_M05,OPUS,3.978,0.356,3.962
BR_M04,BR2_BR1,OPUS,70.197,70.183,1.390
BR_M04,BR2_ELS,OPUS,63.321,63.312,1.105
BR_M04,BR2_BR1,OPUS,70.197,70.184,1.394
BR_M04,BR2_M10,OPUS,3.694,3.694,0.005
BR_M04,BR2_M10,OPUS,3.679,3.679,0.005
BR_M04,BR2_M10,OPUS,3.705,3.705,0.005
BR_M04,BR2_M10,OPUS,3.692,3.692,0.008
BR_M04,BR2_M11,OPUS,5.328,3.556,3.968
BR_M04,BR2_M06,OPUS,4.358,4.358,0.003
BR_M04,BR2_M06,OPUS,4.382,4.382,0.005
BR_M04,BR2_M07,OPUS,6.019,4.473,4.027
BR_M04,BR2_M07,OPUS,5.975,4.476,3.958
BR_M04,BR2_M07,OPUS,5.975,4.468,3.967
BR_M04,BR2_M08,OPUS,8.004,8.004,0.002
BR_M04,BR2_M09,OPUS,8.940,8.013,3.963
BR_M04,BR2_M09,OPUS,8.939,8.010,3.969
BR_M04,BR2_BR1,OPUS,70.197,70.183,1.398
BR_M04,BR2_M10,OPUS,3.685,3.685,0.000
BR_M04,BR2_M11,OPUS,5.318,3.546,3.963
BR_M04,BR2_M06,OPUS,4.381,4.381,0.009
BR_M04,BR2_M07,OPUS,5.980,4.481,3.960
BR_M04,BR2_M08,OPUS,7.999,7.999,0.009
BR_M04,CLF_CLF2,OPUS,10278816.983,6074112.397,8292118.979
BR_M04,CLF_CLF,OPUS,10278928.471,6074055.485,8292298.866
BR_M04,CLF_CLF,OPUS,10278928.473,6074055.484,8292298.869
BR_M04,CLF_CLF2,OPUS,10278816.941,6074112.348,8292118.962
BR_M04,LR_LR2,OPUS,35414.035,35413.751,141.907
BR_M04,LR_M10,OPUS,35457.058,35456.749,148.018
BR_M04,LR_M11,OPUS,35457.382,35457.056,151.964
BR_M04,LR_M11,OPUS,35457.374,35457.049,151.968
BR_M04,LR_M11,OPUS,35457.391,35457.065,151.963
BR_M04,LR_M06,OPUS,35459.081,35458.772,148.028
BR_M04,LR_M07,OPUS,35459.442,35459.116,151.975
BR_M04,LR_M08,OPUS,35458.068,35457.759,148.011
BR_M04,LR_M09,OPUS,35458.448,35458.122,151.968
BR_M04,LR2_LR1,OPUS,35389.632,35389.349,141.383
BR_M04,LR2_M00,OPUS,35461.469,35461.160,148.010
BR_M04,LR2_M01,OPUS,35461.594,35461.268,151.963
BR_M04,LR2_M01,OPUS,35461.593,35461.267,151.964
BR_M04,LR2_M01,OPUS,35461.595,35461.269,151.957
BR_M04,LR2_M02,OPUS,35465.255,35464.946,148.004
BR_M04,LR2_M03,OPUS,35465.502,35465.177,151.956
BR_M04,LR2_M04,OPUS,35457.361,35457.052,148.015
BR_M04,LR2_M05,OPUS,35457.676,35457.351,151.967
BR_M04,LR2_M05,OPUS,35457.687,35457.361,151.964
BR_M04,LR2_M05,OPUS,35457.674,35457.348,151.971
BR_M04,MD_MD2,OPUS,39718.082,39717.646,186.022
BR_M04,MD_CXF,OPUS,39880.649,39880.184,192.447
BR_M04,MD_M01,OPUS,39901.857,39901.394,192.388
BR_M04,MD_M10,OPUS,39901.587,39901.124,192.264
BR_M04,MD_M11,OPUS,39898.133,39897.669,192.373
BR_M04,MD_M12,OPUS,39896.259,39895.795,192.276
BR_M04,MD_M13,OPUS,39891.820,39891.356,192.391
BR_M04,MD_M14,OPUS,39889.578,39889.114,192.299
BR_M04,MD_M02,OPUS,39903.181,39902.718,192.280
BR_M04,MD_M03,OPUS,39905.324,39904.861,192.375
BR_M04,MD_M04,OPUS,39905.995,39905.532,192.271
BR_M04,MD_M05,OPUS,39906.735,39906.271,192.358
BR_M04,MD_M06,OPUS,39906.712,39906.249,192.256
BR_M04,MD_M07,OPUS,39905.900,39905.437,192.356
BR_M04,MD_M08,OPUS,39905.182,39904.719,192.252
BR_M04,MD_M09,OPUS,39902.949,39902.485,192.372
BR_M04,MD_MD2,OPUS,39718.106,39717.670,186.020
BR_M04,MD_CXF,OPUS,39880.650,39880.185,192.444
BR_M04,MD_M01,OPUS,39901.878,39901.414,192.385
BR_M04,MD_M10,OPUS,39901.591,39901.127,192.260
BR_M04,MD_M11,OPUS,39898.134,39897.670,192.370
BR_M04,MD_M12,OPUS,39896.259,39895.796,192.272
BR_M04,MD_M13,OPUS,39891.823,39891.359,192.389
BR_M04,MD_M02,OPUS,39903.184,39902.721,192.279
BR_M04,MD_M03,OPUS,39905.328,39904.865,192.372
BR_M04,MD_M04,OPUS,39905.998,39905.535,192.269
BR_M04,MD_M06,OPUS,39906.712,39906.249,192.253
BR_M04,MD_M07,OPUS,39905.901,39905.437,192.354
BR_M04,MD_M08,OPUS,39905.182,39904.719,192.250
BR_M04,MD_M09,OPUS,39902.947,39902.483,192.369
BR_M04,MD_MD2,OPUS,39718.099,39717.664,186.020
BR_M05,BR_M05,OPUS,0.004,0.004,0.001
BR_M05,BR2_BR1,OPUS,70.716,70.514,5.350
BR_M05,BR2_ELS,OPUS,63.728,63.664,2.856
BR_M05,BR2_BR1,OPUS,70.717,70.515,5.354
BR_M05,BR2_M10,OPUS,5.322,3.561,3.956
BR_M05,BR2_M10,OPUS,5.310,3.544,3.955
BR_M05,BR2_M10,OPUS,5.331,3.575,3.956
BR_M05,BR2_M10,OPUS,5.319,3.559,3.953
BR_M05,BR2_M11,OPUS,3.392,3.392,0.008
BR_M05,BR2_M06,OPUS,5.937,4.420,3.963
BR_M05,BR2_M06,OPUS,5.947,4.440,3.956
BR_M05,BR2_M07,OPUS,4.505,4.505,0.067
BR_M05,BR2_M07,OPUS,4.508,4.508,0.003
BR_M05,BR2_M07,OPUS,4.501,4.501,0.006
BR_M05,BR2_M08,OPUS,8.755,7.807,3.963
BR_M05,BR2_M09,OPUS,7.803,7.803,0.003
BR_M05,BR2_M09,OPUS,7.800,7.800,0.009
BR_M05,BR2_BR1,OPUS,70.717,70.514,5.359
BR_M05,BR2_M10,OPUS,5.320,3.552,3.960
BR_M05,BR2_M11,OPUS,3.383,3.383,0.003
BR_M05,BR2_M06,OPUS,5.957,4.441,3.969
BR_M05,BR2_M07,OPUS,4.512,4.512,0.000
BR_M05,BR2_M08,OPUS,8.754,7.802,3.970
BR_M05,CLF_CLF2,OPUS,10278820.006,6074112.106,8292122.939
BR_M05,CLF_CLF,OPUS,10278931.494,6074055.193,8292302.826
BR_M05,CLF_CLF,OPUS,10278931.496,6074055.192,8292302.830
BR_M05,CLF_CLF2,OPUS,10278819.963,6074112.057,8292122.922
BR_M05,LR_LR2,OPUS,35414.359,35414.090,137.946
BR_M05,LR_M10,OPUS,35457.381,35457.088,144.058
BR_M05,LR_M11,OPUS,35457.705,35457.396,148.003
BR_M05,LR_M11,OPUS,35457.697,35457.388,148.007
BR_M05,LR_M11,OPUS,35457.714,35457.405,148.003
BR_M05,LR_M06,OPUS,35459.405,35459.112,144.067
BR_M05,LR_M07,OPUS,35459.765,35459.456,148.015
BR_M05,LR_M08,OPUS,35458.392,35458.099,144.051
BR_M05,LR_M09,OPUS,35458.771,35458.462,148.008
BR_M05,LR2_LR1,OPUS,35389.956,35389.689,137.423
BR_M05,LR2_M00,OPUS,35461.793,35461.500,144.050
BR_M05,LR2_M01,OPUS,35461.917,35461.608,148.003
BR_M05,LR2_M01,OPUS,35461.916,35461.607,148.004
BR_M05,LR2_M01,OPUS,35461.917,35461.609,147.996
BR_M05,LR2_M02,OPUS,35465.578,35465.286,144.043
BR_M05,LR2_M03,OPUS,35465.825,35465.516,147.995
BR_M05,LR2_M04,OPUS,35457.685,35457.392,144.054
BR_M05,LR2_M05,OPUS,35457.999,35457.690,148.007
BR_M05,LR2_M05,OPUS,35458.010,35457.701,148.004
BR_M05,LR2_M05,OPUS,35457.997,35457.688,148.010
BR_M05,MD_MD2,OPUS,39718.357,39717.940,182.062
BR_M05,MD_CXF,OPUS,39880.924,39880.479,188.487
BR_M05,MD_M01,OPUS,39902.133,39901.688,188.428
BR_M05,MD_M10,OPUS,39901.862,39901.418,188.303
BR_M05,MD_M11,OPUS,39898.408,39897.963,188.413
BR_M05,MD_M12,OPUS,39896.534,39896.090,188.316
BR_M05,MD_M13,OPUS,39892.095,39891.650,188.431
BR_M05,MD_M14,OPUS,39889.853,39889.408,188.339
BR_M05,MD_M02,OPUS,39903.457,39903.012,188.320
BR_M05,MD_M03,OPUS,39905.600,39905.155,188.415
BR_M05,MD_M04,OPUS,39906.270,39905.826,188.311
BR_M05,MD_M05,OPUS,39907.010,39906.566,188.398
BR_M05,MD_M06,OPUS,39906.987,39906.543,188.296
BR_M05,MD_M07,OPUS,39906.176,39905.731,188.396
BR_M05,MD_M08,OPUS,39905.457,39905.013,188.291
BR_M05,MD_M09,OPUS,39903.224,39902.779,188.412
BR_M05,MD_MD2,OPUS,39718.381,39717.964,182.059
BR_M05,MD_CXF,OPUS,39880.925,39880.480,188.483
BR_M05,MD_M01,OPUS,39902.153,39901.708,188.425
BR_M05,MD_M10,OPUS,39901.866,39901.422,188.299
BR_M05,MD_M11,OPUS,39898.409,39897.964,188.410
BR_M05,MD_M12,OPUS,39896.534,39896.090,188.312
BR_M05,MD_M13,OPUS,39892.098,39891.653,188.428
BR_M05,MD_M02,OPUS,39903.460,39903.015,188.319
BR_M05,MD_M03,OPUS,39905.604,39905.159,188.412
BR_M05,MD_M04,OPUS,39906.273,39905.829,188.308
BR_M05,MD_M06,OPUS,39906.988,39906.543,188.293
BR_M05,MD_M07,OPUS,39906.176,39905.731,188.394
BR_M05,MD_M08,OPUS,39905.457,39905.013,188.289
BR_M05,MD_M09,OPUS,39903.222,39902.777,188.408
BR_M05,MD_MD2,OPUS,39718.375,39717.957,182.059
BR_M05,BR2_BR1,OPUS,70.720,70.517,5.352
BR_M05,BR2_ELS,OPUS,63.731,63.667,2.857
BR_M05,BR2_BR1,OPUS,70.721,70.518,5.355
BR_M05,BR2_M10,OPUS,5.323,3.561,3.957
BR_M05,BR2_M10,OPUS,5.311,3.544,3.956
BR_M05,BR2_M10,OPUS,5.333,3.575,3.957
BR_M05,BR2_M10,OPUS,5.320,3.560,3.954
BR_M05,BR2_M11,OPUS,3.392,3.392,0.006
BR_M05,BR2_M06,OPUS,5.937,4.420,3.964
BR_M05,BR2_M06,OPUS,5.947,4.440,3.957
BR_M05,BR2_M07,OPUS,4.504,4.503,0.065
BR_M05,BR2_M07,OPUS,4.507,4.507,0.004
BR_M05,BR2_M07,OPUS,4.500,4.500,0.005
BR_M05,BR2_M08,OPUS,8.755,7.806,3.964
BR_M05,BR2_M09,OPUS,7.802,7.802,0.002
BR_M05,BR2_M09,OPUS,7.799,7.799,0.008
BR_M05,BR2_BR1,OPUS,70.720,70.517,5.360
BR_M05,BR2_M10,OPUS,5.321,3.553,3.961
BR_M05,BR2_M11,OPUS,3.383,3.383,0.002
BR_M05,BR2_M06,OPUS,5.957,4.441,3.970
BR_M05,BR2_M07,OPUS,4.511,4.511,0.001
BR_M05,BR2_M08,OPUS,8.754,7.801,3.971
BR_M05,CLF_CLF2,OPUS,10278820.006,6074112.104,8292122.941
BR_M05,CLF_CLF,OPUS,10278931.493,6074055.191,8292302.827
BR_M05,CLF_CLF,OPUS,10278931.496,6074055.190,8292302.831
BR_M05,CLF_CLF2,OPUS,10278819.963,6074112.055,8292122.923
BR_M05,LR_LR2,OPUS,35414.362,35414.094,137.945
BR_M05,LR_M10,OPUS,35457.384,35457.092,144.057
BR_M05,LR_M11,OPUS,35457.708,35457.399,148.002
BR_M05,LR_M11,OPUS,35457.701,35457.392,148.006
BR_M05,LR_M11,OPUS,35457.717,35457.408,148.002
BR_M05,LR_M06,OPUS,35459.408,35459.115,144.066
BR_M05,LR_M07,OPUS,35459.768,35459.459,148.013
BR_M05,LR_M08,OPUS,35458.395,35458.102,144.050
BR_M05,LR_M09,OPUS,35458.774,35458.465,148.007
BR_M05,LR2_LR1,OPUS,35389.959,35389.692,137.422
BR_M05,LR2_M00,OPUS,35461.796,35461.503,144.048
BR_M05,LR2_M01,OPUS,35461.920,35461.611,148.002
BR_M05,LR2_M01,OPUS,35461.919,35461.610,148.003
BR_M05,LR2_M01,OPUS,35461.921,35461.612,147.995
BR_M05,LR2_M02,OPUS,35465.582,35465.289,144.042
BR_M05,LR2_M03,OPUS,35465.828,35465.520,147.994
BR_M05,LR2_M04,OPUS,35457.688,35457.395,144.053
BR_M05,LR2_M05,OPUS,35458.002,35457.693,148.006
BR_M05,LR2_M05,OPUS,35458.013,35457.704,148.003
BR_M05,LR2_M05,OPUS,35458.000,35457.691,148.009
BR_M05,MD_MD2,OPUS,39718.361,39717.944,182.061
BR_M05,MD_CXF,OPUS,39880.928,39880.482,188.486
BR_M05,MD_M01,OPUS,39902.137,39901.692,188.426
BR_M05,MD_M10,OPUS,39901.866,39901.422,188.302
BR_M05,MD_M11,OPUS,39898.412,39897.967,188.412
BR_M05,MD_M12,OPUS,39896.538,39896.094,188.314
BR_M05,MD_M13,OPUS,39892.099,39891.654,188.429
BR_M05,MD_M14,OPUS,39889.857,39889.412,188.337
BR_M05,MD_M02,OPUS,39903.461,39903.016,188.318
BR_M05,MD_M03,OPUS,39905.604,39905.159,188.414
BR_M05,MD_M04,OPUS,39906.274,39905.830,188.310
BR_M05,MD_M05,OPUS,39907.014,39906.570,188.397
BR_M05,MD_M06,OPUS,39906.991,39906.547,188.295
BR_M05,MD_M07,OPUS,39906.180,39905.735,188.395
BR_M05,MD_M08,OPUS,39905.461,39905.017,188.290
BR_M05,MD_M09,OPUS,39903.228,39902.783,188.411
BR_M05,MD_MD2,OPUS,39718.385,39717.968,182.058
BR_M05,MD_CXF,OPUS,39880.929,39880.484,188.482
BR_M05,MD_M01,OPUS,39902.157,39901.712,188.424
BR_M05,MD_M10,OPUS,39901.870,39901.426,188.298
BR_M05,MD_M11,OPUS,39898.413,39897.968,188.408
BR_M05,MD_M12,OPUS,39896.538,39896.094,188.311
BR_M05,MD_M13,OPUS,39892.102,39891.657,188.427
BR_M05,MD_M02,OPUS,39903.463,39903.019,188.317
BR_M05,MD_M03,OPUS,39905.608,39905.163,188.411
BR_M05,MD_M04,OPUS,39906.277,39905.833,188.307
BR_M05,MD_M06,OPUS,39906.992,39906.547,188.292
BR_M05,MD_M07,OPUS,39906.180,39905.735,188.393
BR_M05,MD_M08,OPUS,39905.461,39905.017,188.288
BR_M05,MD_M09,OPUS,39903.226,39902.781,188.407
BR_M05,MD_MD2,OPUS,39718.379,39717.961,182.058
BR2_BR1,BR2_ELS,OPUS,21.007,20.859,2.495
BR2_BR1,BR2_BR1,OPUS,0.004,0.002,0.004
BR2_BR1,BR2_M10,OPUS,72.851,72.837,1.395
BR2_BR1,BR2_M10,OPUS,72.861,72.848,1.395
BR2_BR1,BR2_M10,OPUS,72.839,72.826,1.395
BR2_BR1,BR2_M10,OPUS,72.850,72.836,1.398
BR2_BR1,BR2_M11,OPUS,73.151,72.954,5.358
BR2_BR1,BR2_M06,OPUS,68.258,68.244,1.387
BR2_BR1,BR2_M06,OPUS,68.291,68.276,1.395
BR2_BR1,BR2_M07,OPUS,68.766,68.552,5.417
BR2_BR1,BR2_M07,OPUS,68.765,68.556,5.348
BR2_BR1,BR2_M07,OPUS,68.756,68.547,5.357
BR2_BR1,BR2_M08,OPUS,76.901,76.889,1.388
BR2_BR1,BR2_M09,OPUS,77.266,77.080,5.353
BR2_BR1,BR2_M09,OPUS,77.256,77.070,5.359
BR2_BR1,BR2_BR1,OPUS,0.008,0.001,0.008
BR2_BR1,BR2_M10,OPUS,72.844,72.831,1.390
BR2_BR1,BR2_M11,OPUS,73.144,72.948,5.353
BR2_BR1,BR2_M06,OPUS,68.268,68.254,1.381
BR2_BR1,BR2_M07,OPUS,68.768,68.560,5.350
BR2_BR1,BR2_M08,OPUS,76.896,76.883,1.381
BR2_BR1,CLF_CLF2,OPUS,10278856.087,6074180.466,8292117.589
BR2_BR1,CLF_CLF,OPUS,10278967.574,6074123.554,8292297.476
BR2_BR1,CLF_CLF,OPUS,10278967.576,6074123.553,8292297.479
BR2_BR1,CLF_CLF2,OPUS,10278856.044,6074180.418,8292117.572
BR2_BR1,LR_LR2,OPUS,35344.108,35343.817,143.297
BR2_BR1,LR_M10,OPUS,35387.121,35386.806,149.408
BR2_BR1,LR_M11,OPUS,35387.446,35387.113,153.354
BR2_BR1,LR_M11,OPUS,35387.438,35387.106,153.358
BR2_BR1,LR_M11,OPUS,35387.455,35387.123,153.353
BR2_BR1,LR_M06,OPUS,35389.146,35388.831,149.418
BR2_BR1,LR_M07,OPUS,35389.507,35389.175,153.365
BR2_BR1,LR_M08,OPUS,35388.131,35387.816,149.401
BR2_BR1,LR_M09,OPUS,35388.511,35388.179,153.358
BR2_BR1,LR2_LR1,OPUS,35319.695,35319.407,142.773
BR2_BR1,LR2_M00,OPUS,35391.535,35391.219,149.400
BR2_BR1,LR2_M01,OPUS,35391.659,35391.327,153.353
BR2_BR1,LR2_M01,OPUS,35391.658,35391.326,153.354
BR2_BR1,LR2_M01,OPUS,35391.660,35391.328,153.347
BR2_BR1,LR2_M02,OPUS,35395.321,35395.006,149.394
BR2_BR1,LR2_M03,OPUS,35395.568,35395.236,153.346
BR2_BR1,LR2_M04,OPUS,35387.426,35387.110,149.405
BR2_BR1,LR2_M05,OPUS,35387.741,35387.408,153.357
BR2_BR1,LR2_M05,OPUS,35387.752,35387.419,153.354
BR2_BR1,LR2_M05,OPUS,35387.738,35387.406,153.361
BR2_BR1,MD_MD2,OPUS,39676.631,39676.189,187.412
BR2_BR1,MD_CXF,OPUS,39839.004,39838.532,193.837
BR2_BR1,MD_M01,OPUS,39860.191,39859.720,193.778
BR2_BR1,MD_M10,OPUS,39859.964,39859.494,193.654
BR2_BR1,MD_M11,OPUS,39856.515,39856.044,193.763
BR2_BR1,MD_M12,OPUS,39854.643,39854.173,193.666
BR2_BR1,MD_M13,OPUS,39850.208,39849.737,193.781
BR2_BR1,MD_M14,OPUS,39847.967,39847.497,193.689
BR2_BR1,MD_M02,OPUS,39861.518,39861.047,193.670
BR2_BR1,MD_M03,OPUS,39863.668,39863.197,193.765
BR2_BR1,MD_M04,OPUS,39864.341,39863.871,193.661
BR2_BR1,MD_M05,OPUS,39865.089,39864.618,193.748
BR2_BR1,MD_M06,OPUS,39865.069,39864.599,193.646
BR2_BR1,MD_M07,OPUS,39864.265,39863.794,193.746
BR2_BR1,MD_M08,OPUS,39863.549,39863.079,193.642
BR2_BR1,MD_M09,OPUS,39861.323,39860.852,193.762
BR2_BR1,MD_MD2,OPUS,39676.655,39676.213,187.410
BR2_BR1,MD_CXF,OPUS,39839.005,39838.533,193.834
BR2_BR1,MD_M01,OPUS,39860.211,39859.740,193.775
BR2_BR1,MD_M10,OPUS,39859.968,39859.497,193.650
BR2_BR1,MD_M11,OPUS,39856.516,39856.045,193.760
BR2_BR1,MD_M12,OPUS,39854.644,39854.173,193.662
BR2_BR1,MD_M13,OPUS,39850.211,39849.740,193.779
BR2_BR1,MD_M02,OPUS,39861.521,39861.050,193.669
BR2_BR1,MD_M03,OPUS,39863.671,39863.201,193.762
BR2_BR1,MD_M04,OPUS,39864.344,39863.874,193.659
BR2_BR1,MD_M06,OPUS,39865.069,39864.599,193.643
BR2_BR1,MD_M07,OPUS,39864.265,39863.794,193.744
BR2_BR1,MD_M08,OPUS,39863.549,39863.079,193.640
BR2_BR1,MD_M09,OPUS,39861.321,39860.850,193.759
BR2_BR1,MD_MD2,OPUS,39676.649,39676.206,187.410
BR2_ELS,BR2_BR1,OPUS,21.009,20.860,2.498
BR2_ELS,BR2_M10,OPUS,65.132,65.123,1.100
BR2_ELS,BR2_M10,OPUS,65.151,65.142,1.099
BR2_ELS,BR2_M10,OPUS,65.113,65.104,1.100
BR2_ELS,BR2_M10,OPUS,65.131,65.122,1.097
BR2_ELS,BR2_M11,OPUS,65.395,65.333,2.863
BR2_ELS,BR2_M06,OPUS,62.634,62.625,1.107
BR2_ELS,BR2_M06,OPUS,62.677,62.667,1.100
BR2_ELS,BR2_M07,OPUS,63.061,62.994,2.922
BR2_ELS,BR2_M07,OPUS,63.064,62.999,2.853
BR2_ELS,BR2_M07,OPUS,63.052,62.987,2.862
BR2_ELS,BR2_M08,OPUS,68.557,68.548,1.107
BR2_ELS,BR2_M09,OPUS,68.873,68.814,2.858
BR2_ELS,BR2_M09,OPUS,68.861,68.801,2.865
BR2_ELS,BR2_BR1,OPUS,21.009,20.859,2.503
BR2_ELS,BR2_M10,OPUS,65.128,65.118,1.104
BR2_ELS,BR2_M11,OPUS,65.390,65.328,2.859
BR2_ELS,BR2_M06,OPUS,62.653,62.643,1.114
BR2_ELS,BR2_M07,OPUS,63.069,63.004,2.855
BR2_ELS,BR2_M08,OPUS,68.552,68.543,1.114
BR2_ELS,CLF_CLF2,OPUS,10278849.914,6074166.616,8292120.084
