name,ref,latitude,longitude,alt
MD1_M08,CSRS,39.472980988,-112.994296829,1589.151,-7364.356,19555.355,184.809
MD1_M09,CSRS,39.472990809,-112.994237969,1589.267,-7359.290,19556.441,184.928
MD1_MD2,CSRS,39.472350654,-112.991792253,1582.461,-7148.850,19485.134,178.579
BR1_BR2,AusPos,39.188848037,-112.712312162,1394.679,16973.539,-11982.130,-9.200
BR1_M00,AusPos,39.188304982,-112.711839631,1396.660,17014.508,-12042.348,-7.442
BR1_M01,AusPos,39.188306025,-112.711835523,1400.632,17014.874,-12042.239,-3.471
BR1_M02,AusPos,39.188265675,-112.711831086,1396.662,17015.256,-12046.711,-7.449
BR1_M04,AusPos,39.188373109,-112.711810849,1396.663,17016.979,-12034.777,-7.431
BR1_M04,AusPos,39.188373146,-112.711810850,1396.666,17016.979,-12034.773,-7.428
BR1_M05,AusPos,39.188372165,-112.711806910,1400.631,17017.330,-12034.889,-3.464
BR1_BR2,AusPos,39.188848042,-112.712312158,1394.681,16973.539,-11982.130,-9.197
BR1_ELS,AusPos,39.188865932,-112.712769401,1397.572,16934.030,-11980.234,-6.198
BR1_BR2,AusPos,39.188848040,-112.712312159,1394.682,16973.539,-11982.130,-9.197
BR1_M00,AusPos,39.188304926,-112.711839633,1396.664,17014.508,-12042.354,-7.438
BR1_M00,AusPos,39.188304923,-112.711839639,1396.777,17014.508,-12042.354,-7.325
BR1_M00,AusPos,39.188304935,-112.711839637,1396.774,17014.508,-12042.353,-7.328
BR1_M02,AusPos,39.188265658,-112.711831048,1396.667,17015.259,-12046.713,-7.445
BR1_M02,AusPos,39.188265658,-112.711831048,1396.665,17015.259,-12046.713,-7.447
BR1_M02,AusPos,39.188265658,-112.711831048,1396.665,17015.259,-12046.713,-7.447
BR1_M03,AusPos,39.188265613,-112.711826827,1400.631,17015.635,-12046.724,-3.482
BR1_BR2,AusPos,39.188848050,-112.712312153,1394.678,16973.539,-11982.129,-9.201
BR1_M00,AusPos,39.188304976,-112.711839625,1396.661,17014.509,-12042.348,-7.441
BR1_M00,AusPos,39.188304983,-112.711839975,1396.664,17014.478,-12042.348,-7.437
BR1_M01,AusPos,39.188306057,-112.711835549,1400.631,17014.871,-12042.235,-3.472
BR1_M02,AusPos,39.188265682,-112.711831042,1396.663,17015.260,-12046.710,-7.449
BR1_M03,AusPos,39.188265714,-112.711826828,1400.625,17015.635,-12046.713,-3.488
BR1_M04,AusPos,39.188373188,-112.711810880,1396.664,17016.976,-12034.768,-7.429
BR1_M04,AusPos,39.188373180,-112.711811194,1396.664,17016.949,-12034.769,-7.429
BR1_M04,AusPos,39.188373167,-112.711810641,1396.668,17016.997,-12034.771,-7.426
BR1_M05,AusPos,39.188372199,-112.711806909,1400.630,17017.330,-12034.885,-3.465
BR1_M05,AusPos,39.188372175,-112.711806873,1400.631,17017.333,-12034.888,-3.464
BR2_BR1,AusPos,39.188360884,-112.712622633,1395.089,16946.828,-12036.284,-8.821
BR2_ELS,AusPos,39.188529177,-112.712515377,1397.573,16956.062,-12017.581,-6.326
BR2_BR1,AusPos,39.188360870,-112.712622642,1395.086,16946.827,-12036.286,-8.824
BR2_M10,AusPos,39.188397131,-112.711781090,1396.670,17019.545,-12032.104,-7.426
BR2_M10,AusPos,39.188396845,-112.711780949,1396.670,17019.557,-12032.136,-7.425
BR2_M10,AusPos,39.188397383,-112.711781236,1396.670,17019.532,-12032.076,-7.426
BR2_M10,AusPos,39.188397123,-112.711781101,1396.673,17019.544,-12032.105,-7.423
BR2_M11,AusPos,39.188394110,-112.711779643,1400.634,17019.681,-12032.447,-3.463
BR2_M06,AusPos,39.188338121,-112.711833496,1396.662,17015.030,-12038.667,-7.434
BR2_M06,AusPos,39.188337745,-112.711833143,1396.670,17015.061,-12038.708,-7.426
BR2_M07,AusPos,39.188335839,-112.711830171,1400.694,17015.329,-12038.927,-3.404
BR2_M07,AusPos,39.188335789,-112.711830124,1400.624,17015.333,-12038.932,-3.473
BR2_M07,AusPos,39.188335897,-112.711830225,1400.633,17015.324,-12038.921,-3.464
BR2_M08,AusPos,39.188415428,-112.711735683,1396.669,17023.464,-12030.064,-7.433
BR2_M09,AusPos,39.188412843,-112.711733320,1400.636,17023.680,-12030.358,-3.468
BR2_M09,AusPos,39.188412937,-112.711733445,1400.642,17023.669,-12030.348,-3.461
BR2_BR1,AusPos,39.188360878,-112.712622637,1395.081,16946.827,-12036.285,-8.829
BR2_M10,AusPos,39.188397078,-112.711781157,1396.665,17019.539,-12032.110,-7.430
BR2_M11,AusPos,39.188394049,-112.711779718,1400.629,17019.675,-12032.454,-3.467
BR2_M06,AusPos,39.188337849,-112.711833392,1396.656,17015.039,-12038.697,-7.440
BR2_M07,AusPos,39.188335733,-112.711830086,1400.627,17015.336,-12038.939,-3.471
BR2_M08,AusPos,39.188415414,-112.711735742,1396.662,17023.459,-12030.065,-7.440
CLF1_CLF2,AusPos,39.295168680,-112.908722956,1370.052,0.825,-194.246,0.003
CLF1_CLF,AusPos,39.296917841,-112.908732606,1370.051,-0.007,-0.011,0.005
CLF1_CLF,AusPos,39.296917820,-112.908732565,1370.051,-0.004,-0.013,0.005
CLF1_CLF2,AusPos,39.295168664,-112.908722955,1370.000,0.825,-194.248,-0.049
LR1_LR2,AusPos,39.208366549,-113.120868515,1538.376,-18326.930,-9811.888,134.476
LR1_M10,AusPos,39.207883719,-113.121403958,1544.704,-18373.332,-9865.406,140.588
LR1_M11,AusPos,39.207885059,-113.121407293,1548.650,-18373.631,-9865.262,144.533
LR1_M11,AusPos,39.207885022,-113.121407211,1548.654,-18373.624,-9865.267,144.537
LR1_M11,AusPos,39.207885026,-113.121407402,1548.650,-18373.640,-9865.266,144.532
LR1_M06,AusPos,39.207953983,-113.121422090,1544.706,-18374.880,-9857.600,140.597
LR1_M07,AusPos,39.207953382,-113.121426000,1548.654,-18375.229,-9857.672,144.544
LR1_M08,AusPos,39.207845646,-113.121418555,1544.707,-18374.603,-9869.631,140.581
LR1_M09,AusPos,39.207846127,-113.121422596,1548.665,-18374.963,-9869.583,144.538
LR2_LR1,AusPos,39.207869175,-113.120623751,1537.861,-18305.912,-9867.168,133.936
LR2_M00,AusPos,39.207980427,-113.121447750,1544.673,-18377.090,-9854.658,140.562
LR2_M01,AusPos,39.207977609,-113.121449086,1548.627,-18377.217,-9854.977,144.515
LR2_M01,AusPos,39.207977713,-113.121449067,1548.628,-18377.215,-9854.965,144.517
LR2_M01,AusPos,39.207977534,-113.121449101,1548.620,-18377.218,-9854.985,144.509
LR2_M02,AusPos,39.208003033,-113.121489927,1544.673,-18380.727,-9852.139,140.556
LR2_M03,AusPos,39.208000851,-113.121492638,1548.626,-18380.974,-9852.387,144.508
LR2_M04,AusPos,39.207916579,-113.121404967,1544.678,-18373.410,-9861.757,140.567
LR2_M05,AusPos,39.207915172,-113.121408404,1548.632,-18373.719,-9861.918,144.519
LR2_M05,AusPos,39.207915162,-113.121408530,1548.629,-18373.730,-9861.919,144.517
LR2_M05,AusPos,39.207915213,-113.121408370,1548.635,-18373.716,-9861.914,144.523
MD1_MD2,AusPos,39.472350632,-112.991791859,1582.451,-7148.816,19485.131,178.569
MD1_CXF,AusPos,39.472757306,-112.994203899,1589.251,-7356.382,19530.507,184.994
MD1_M01,AusPos,39.472824821,-112.994493959,1589.243,-7381.340,19538.028,184.935
MD1_M10,AusPos,39.472992195,-112.994209708,1589.148,-7356.857,19556.592,184.811
MD1_M11,AusPos,39.472988672,-112.994149948,1589.250,-7351.714,19556.196,184.920
MD1_M12,AusPos,39.472983810,-112.994122470,1589.149,-7349.349,19555.654,184.823
MD1_M13,AusPos,39.472966737,-112.994066611,1589.252,-7344.544,19553.754,184.938
MD1_M14,AusPos,39.472956017,-112.994041919,1589.154,-7342.419,19552.561,184.846
MD1_M02,AusPos,39.472845497,-112.994484644,1589.141,-7380.536,19540.323,184.827
MD1_M03,AusPos,39.472886613,-112.994456776,1589.248,-7378.133,19544.887,184.923
MD1_M04,AusPos,39.472904333,-112.994439976,1589.148,-7376.685,19546.854,184.818
MD1_M05,AusPos,39.472937730,-112.994398329,1589.243,-7373.097,19550.559,184.906
MD1_M06,AusPos,39.472950990,-112.994375795,1589.143,-7371.156,19552.030,184.803
MD1_M07,AusPos,39.472973247,-112.994323240,1589.245,-7366.631,19554.497,184.903
MD1_M08,AusPos,39.472980942,-112.994296766,1589.141,-7364.351,19555.349,184.799
MD1_M09,AusPos,39.472990790,-112.994237902,1589.259,-7359.284,19556.439,184.919
MD1_MD2,AusPos,39.472350733,-112.991792152,1582.449,-7148.841,19485.142,178.567
MD1_CXF,AusPos,39.472757319,-112.994203898,1589.247,-7356.382,19530.509,184.991
